"InvID","PlotID","Invdate","Treenum","Species","dbh","Toppres","Woodpeck","Barkcond","Theight","Cdeath","Yrdeath","Whard","Nesthole","Limbcond","Comment"
69,"0001-01008","1999-08-20 00:00:00",18,"IC",11.6000003814697,"N","N",100,28,"P",9,2,0,"C",""
69,"0001-01008","1999-08-20 00:00:00",20,"IC",8.30000019073486,"N","N",100,15,"P",9,2,0,"C",""
70,"0001-01009","1999-08-20 00:00:00",3,"WF",6.5,"N","N",100,18,"P",9,1,0,"A",""
70,"0001-01009","1999-08-20 00:00:00",10,"WF",7.19999980926514,"N","N",100,22,"P",9,2,0,"B",""
71,"0001-01010","1999-08-20 00:00:00",12,"WF",4.59999990463257,"N","N",100,12,"P",2,1,0,"B",""
71,"0001-01010","1999-08-20 00:00:00",16,"WF",22.6000003814697,"N","Y",95,35,"N",9,3,2,"D",""
71,"0001-01010","1999-08-20 00:00:00",17,"WF",12.1999998092651,"N","Y",100,31,"N",9,2,0,"B",""
73,"0001-01102","1999-08-24 00:00:00",1,"WF",8.30000019073486,"N","N",100,20,"P",0,2,0,"A",""
75,"0001-01104","1999-08-24 00:00:00",11,"IC",18.2000007629395,"N","N",100,26,"P",9,2,0,"B",""
75,"0001-01104","1999-08-24 00:00:00",14,"IC",15,"N","N",100,15,"P",9,2,0,"C",""
76,"0001-01201","1999-08-28 00:00:00",5,"WF",18.1000003814697,"N","X",80,6,"U",9,4,0,"E",""
76,"0001-01201","1999-08-28 00:00:00",8,"IC",5.80000019073486,"Y","N",100,26,"N",9,2,0,"B",""
77,"0001-01202","1999-08-28 00:00:00",11,"WF",7,"N","N",100,17,"P",9,2,0,"B",""
77,"0001-01202","1999-08-28 00:00:00",13,"GS",26.2999992370605,"N","N",95,35,"P",9,2,0,"C",""
78,"0001-01203","1999-08-29 00:00:00",8,"IC",6.80000019073486,"Y","N",100,23,"U",9,2,0,"B",""
78,"0001-01203","1999-08-29 00:00:00",11,"WF",33,"N","N",100,43,"U",9,2,0,"C",""
78,"0001-01203","1999-08-29 00:00:00",13,"WF",13.5,"N","Y",100,36,"U",9,2,0,"C",""
79,"0001-01204","1999-08-29 00:00:00",1,"WF",10.1000003814697,"N","N",100,42,"U",9,2,0,"B",""
80,"0001-01301","1999-08-30 00:00:00",5,"GS",13.1000003814697,"N","N",100,15,"P",0,1,0,"A","TOP LAYING AT BASE"
88,"0001-00705","2000-08-02 00:00:00",10,"GS",135.199996948242,"N","Y",0,20,"R",9,3,0,"E","WITNESS AZ344 D15 STUMP # 1076"
89,"0001-00201","2011-08-08 00:00:00",8,"GS",4.69999980926514,"Y","N",100,29,"N",1,1,0,"A","RETAGGED"
91,"0001-00203","2011-08-08 00:00:00",50,"IC",6.30000019073486,"Y","Y",100,38,"N",9,2,0,"B",""
92,"0001-00205","2011-09-21 00:00:00",15,"WF",3.70000004768372,"Y","N",90,17,"N",2,3,0,"B","AZ258 1/100"
92,"0001-00205","2011-09-21 00:00:00",21,"WF",7.09999990463257,"N","N",100,8,"D",4,3,0,"D",""
93,"0001-00207","2011-08-09 00:00:00",23,"BO",11.8000001907349,"N","N",80,14,"N",9,4,0,"C",""
94,"0001-00301","2011-08-08 00:00:00",2,"IC",5.59999990463257,"Y","N",60,29,"D",4,3,0,"C",""
94,"0001-00301","2011-08-08 00:00:00",3,"IC",3.40000009536743,"Y","N",90,12,"N",2,2,0,"B","1/100"
94,"0001-00301","2011-08-08 00:00:00",5,"IC",16.1000003814697,"N","N",85,17,"D",4,3,0,"E",""
94,"0001-00301","2011-08-08 00:00:00",7,"IC",10.3000001907349,"N","N",100,34,"N",9,2,0,"C","DBH TAKEN BELOW LOG"
94,"0001-00301","2011-08-08 00:00:00",16,"IC",6,"N","N",100,17,"N",4,2,0,"D",""
94,"0001-00301","2011-08-08 00:00:00",18,"IC",5.40000009536743,"Y","N",90,23,"D",4,3,0,"D","LEANING QHEIGHT"
94,"0001-00301","2011-08-08 00:00:00",20,"IC",10.6000003814697,"N","N",95,25,"D",4,2,0,"C",""
94,"0001-00301","2011-08-08 00:00:00",29,"IC",14.3000001907349,"N","N",95,20,"D",4,2,0,"D",""
94,"0001-00301","2011-08-08 00:00:00",35,"PP",10.3999996185303,"N","Y",15,38,"D",4,4,0,"D","LEANING"
94,"0001-00301","2011-08-08 00:00:00",37,"IC",6.30000019073486,"Y","N",90,19,"D",4,3,0,"B","JOINED AT BASE 36 37"
96,"0001-00303","2011-08-08 00:00:00",8,"IC",8.69999980926514,"N","N",100,27,"N",4,2,0,"C","AZ 6"
97,"0001-00304","2011-08-08 00:00:00",7,"SP",8.5,"N","N",100,38,"N",4,1,0,"B",""
98,"0001-00306","2011-08-08 00:00:00",4,"WF",17,"N","Y",95,11,"D",4,3,0,"E",""
98,"0001-00306","2011-08-08 00:00:00",9,"WF",12.8000001907349,"N","N",100,32,"N",4,2,0,"D",""
98,"0001-00306","2011-08-08 00:00:00",11,"IC",39.0999984741211,"N","Y",50,27,"D",4,2,0,"E",""
98,"0001-00306","2011-08-08 00:00:00",19,"WF",51.5999984741211,"N","N",100,141,"D",4,3,0,"D","WITNESS AZ 117 DIST 8.3"
98,"0001-00306","2011-08-08 00:00:00",22,"WF",47.2000007629395,"N","N",100,43,"D",4,3,1,"E",""
99,"0001-00307","2011-08-09 00:00:00",13,"CO",10.5,"N","N",50,7,"D",4,2,0,"E","HAS SNAPPED"
99,"0001-00307","2011-08-09 00:00:00",15,"IC",26.1000003814697,"N","N",80,70,"D",4,3,0,"D",""
99,"0001-00307","2011-08-09 00:00:00",23,"WF",19.2000007629395,"N","N",95,24,"D",4,2,0,"D",""
99,"0001-00307","2011-08-09 00:00:00",25,"WF",18,"N","N",90,22,"D",4,3,0,"D",""
99,"0001-00307","2011-08-09 00:00:00",34,"IC",18.2000007629395,"N","N",95,34,"D",4,2,0,"D",""
100,"0001-00401","2011-08-06 00:00:00",2,"WF",11.5,"N","N",80,5,"P",4,4,0,"E",""
100,"0001-00401","2011-08-06 00:00:00",10,"IC",14,"N","Y",50,24,"D",4,2,0,"D",""
100,"0001-00401","2011-08-06 00:00:00",14,"IC",8.60000038146973,"N","N",85,18,"P",4,2,0,"C",""
100,"0001-00401","2011-08-06 00:00:00",38,"WF",14,"N","N",65,6,"D",4,5,0,"E",""
101,"0001-00402","2011-08-07 00:00:00",8,"IC",11.1999998092651,"N","N",90,22,"D",4,3,0,"D",""
136,"0001-00804","2012-09-17 00:00:00",12,"IC",14,"N","N",90,37,"N",4,2,0,"D",""
136,"0001-00804","2012-09-17 00:00:00",18,"IC",27,"N","N",100,52,"N",4,1,0,"C",""
136,"0001-00804","2012-09-17 00:00:00",25,"IC",21.6000003814697,"N","N",100,50,"D",4,2,1,"C",""
137,"0001-00805","2012-09-16 00:00:00",2,"GS",99.0999984741211,"N","N",0,11,"D",4,2,0,"E","OG STUMP"
137,"0001-00805","2012-09-16 00:00:00",11,"GS",46,"N","Y",0,9,"D",4,2,0,"E","OG STUMP"
137,"0001-00805","2012-09-16 00:00:00",12,"GS",74,"N","N",0,13,"D",4,2,0,"E","OG STUMP"
137,"0001-00805","2012-09-16 00:00:00",17,"IC",31.7999992370605,"N","N",100,83,"D",4,2,0,"C",""
138,"0001-00806","2012-09-16 00:00:00",14,"WF",18,"N","Y",90,14,"D",4,3,0,"D",""
139,"0001-00807","2012-09-15 00:00:00",12,"GS",104.5,"N","N",0,15,"D",4,2,1,"E","WITNESS AZ176 D14.4"
140,"0001-00808","2012-09-15 00:00:00",17,"GS",14.6999998092651,"N","N",100,21,"N",4,2,0,"C",""
142,"0001-00810","2012-06-05 00:00:00",16,"BO",10.6999998092651,"Y","N",100,31,"N",4,2,0,"C",""
143,"0001-00901","2012-09-18 00:00:00",11,"WF",25.2999992370605,"N","Y",65,15,"D",4,4,4,"E",""
143,"0001-00901","2012-09-18 00:00:00",12,"WF",19.7000007629395,"N","Y",20,14,"D",4,5,2,"E",""
143,"0001-00901","2012-09-18 00:00:00",16,"IC",13,"N","N",100,52,"D",4,2,0,"C",""
145,"0001-00903","2012-09-17 00:00:00",3,"IC",8.30000019073486,"Y","N",90,41,"D",4,2,0,"C",""
145,"0001-00903","2012-09-17 00:00:00",5,"BO",12.1999998092651,"N","N",0,16,"D",4,2,0,"E",""
145,"0001-00903","2012-09-17 00:00:00",6,"BO",13.6999998092651,"N","N",0,38,"D",4,4,0,"E",""
145,"0001-00903","2012-09-17 00:00:00",7,"BO",20.1000003814697,"N","N",5,50,"N",4,2,0,"C",""
145,"0001-00903","2012-09-17 00:00:00",15,"BO",14.1000003814697,"Y","N",5,59,"N",4,2,0,"D",""
145,"0001-00903","2012-09-17 00:00:00",16,"IC",11.6000003814697,"Y","N",100,54,"N",4,2,0,"B",""
145,"0001-00903","2012-09-17 00:00:00",19,"IC",10.6999998092651,"N","N",100,53,"N",4,2,0,"C",""
145,"0001-00903","2012-09-17 00:00:00",21,"IC",13.3000001907349,"N","N",100,53,"D",4,2,0,"C",""
146,"0001-00904","2012-09-16 00:00:00",2,"IC",11.8999996185303,"Y","N",100,41,"D",4,2,0,"B",""
147,"0001-00905","2012-09-16 00:00:00",4,"WF",8.19999980926514,"Y","N",90,41,"N",4,2,0,"C","QDBH"
147,"0001-00905","2012-09-16 00:00:00",6,"WF",39.7000007629395,"Y","N",100,122,"N",4,1,1,"B",""
148,"0001-00906","2012-09-16 00:00:00",10,"WF",15.3999996185303,"N","Y",100,6,"D",4,4,0,"E",""
148,"0001-00906","2012-09-16 00:00:00",16,"WF",22.6000003814697,"N","Y",80,32,"D",4,4,1,"C",""
149,"0001-00907","2012-09-15 00:00:00",9,"IC",15.8000001907349,"N","N",100,42,"D",4,3,0,"B",""
149,"0001-00907","2012-09-15 00:00:00",10,"IC",16.7000007629395,"N","N",100,60,"D",4,2,0,"B",""
149,"0001-00907","2012-09-15 00:00:00",12,"BO",14,"N","N",65,61,"D",4,2,0,"C",""
149,"0001-00907","2012-09-15 00:00:00",17,"IC",21.7000007629395,"N","N",100,42,"N",4,2,0,"D",""
150,"0001-00908","2012-06-04 00:00:00",10,"IC",6,"Y","N",100,26,"D",4,2,0,"C",""
89,"0001-00201","2011-08-08 00:00:00",15,"WF",6.59999990463257,"Y","N",100,45,"N",2,3,0,"B",""
89,"0001-00201","2011-08-08 00:00:00",25,"WF",7.5,"Y","N",100,40,"N",1,1,0,"A","RETAGGED"
89,"0001-00201","2011-08-08 00:00:00",28,"GS",6.30000019073486,"N","N",65,11,"D",4,3,0,"D","RETAGGED"
89,"0001-00201","2011-08-08 00:00:00",40,"WF",6.5,"N","N",100,22,"P",4,2,0,"C","RETAGGED"
89,"0001-00201","2011-08-08 00:00:00",41,"GS",11.3999996185303,"N","N",100,34,"P",9,2,0,"B",""
89,"0001-00201","2011-08-08 00:00:00",42,"GS",35.9000015258789,"Y","N",75,96,"D",4,2,0,"B","AZ158DIST19.6'"
89,"0001-00201","2011-08-08 00:00:00",45,"WF",7,"N","N",100,12,"N",9,3,0,"B",""
89,"0001-00201","2011-08-08 00:00:00",47,"GS",8.5,"N","N",100,7,"P",9,2,0,"E",""
90,"0001-00202","2011-08-08 00:00:00",3,"IC",5.30000019073486,"N","N",100,14,"D",4,2,0,"C",""
90,"0001-00202","2011-08-08 00:00:00",4,"IC",5.19999980926514,"Y","N",100,25,"D",4,3,0,"C","RETAGGED"
90,"0001-00202","2011-08-08 00:00:00",29,"IC",6.19999980926514,"N","N",100,13,"P",9,2,0,"C","TAG ABOVE DBH"
90,"0001-00202","2011-08-08 00:00:00",34,"SP",7.19999980926514,"N","N",90,8,"P",4,5,0,"B","Q SPECIES"
3,"0001-00203","1999-06-18 00:00:00",21,"GS",64,"N","N",10,12,"N",9,3,0,"E","HEARTWOOD IS COMPLETELY DECOMPOSED"
91,"0001-00203","2011-08-08 00:00:00",3,"IC",8.69999980926514,"N","N",100,19,"P",9,2,0,"C",""
91,"0001-00203","2011-08-08 00:00:00",5,"IC",4.90000009536743,"Y","N",100,21,"N",1,2,0,"A",""
91,"0001-00203","2011-08-08 00:00:00",6,"IC",9.60000038146973,"N","N",100,13,"P",9,2,0,"B",""
91,"0001-00203","2011-08-08 00:00:00",9,"IC",6.5,"N","N",95,13,"P",9,2,0,"C","RETAGGED"
91,"0001-00203","2011-08-08 00:00:00",11,"IC",9.5,"N","N",100,18,"P",9,1,0,"D","LEANING"
91,"0001-00203","2011-08-08 00:00:00",13,"IC",6.40000009536743,"N","N",95,14,"P",9,2,0,"D",""
91,"0001-00203","2011-08-08 00:00:00",14,"IC",5.19999980926514,"N","N",100,17,"N",9,2,0,"C",""
91,"0001-00203","2011-08-08 00:00:00",16,"IC",5,"Y","N",100,25,"N",9,2,0,"X",""
91,"0001-00203","2011-08-08 00:00:00",17,"IC",4.90000009536743,"N","N",95,15,"N",2,2,0,"B",""
91,"0001-00203","2011-08-08 00:00:00",21,"GS",38.2999992370605,"N","N",25,12,"D",4,4,0,"E","HEARTWOOD IS COMPLETELY DECOMPOSED TAKE AROUND BOTH SIDES OF STUMP"
91,"0001-00203","2011-08-08 00:00:00",32,"WF",10,"N","N",100,35,"N",9,2,0,"B","RETAGGED"
91,"0001-00203","2011-08-08 00:00:00",35,"IC",4.80000019073486,"Y","N",100,20,"N",9,2,0,"B",""
91,"0001-00203","2011-08-08 00:00:00",40,"IC",48.2000007629395,"N","N",90,63,"D",4,2,0,"D","RETAGGED QDBH"
91,"0001-00203","2011-08-08 00:00:00",48,"WF",10.6999998092651,"Y","N",100,71,"N",1,1,0,"A","RETAGGED"
91,"0001-00203","2011-08-08 00:00:00",49,"WF",20.1000003814697,"Y","N",100,98,"N",1,1,0,"A","SITE TREE 73YRS. AZ337DIST35.4'"
101,"0001-00402","2011-08-07 00:00:00",18,"IC",9.39999961853027,"N","N",100,24,"N",4,2,0,"C",""
102,"0001-00403","2011-08-07 00:00:00",1,"IC",11.8000001907349,"N","N",95,25,"N",9,2,0,"B",""
102,"0001-00403","2011-08-07 00:00:00",9,"GS",8.89999961853027,"Y","N",100,61,"N",9,2,0,"B",""
102,"0001-00403","2011-08-07 00:00:00",17,"WF",11.8999996185303,"N","N",100,18,"D",4,2,0,"D",""
102,"0001-00403","2011-08-07 00:00:00",18,"IC",10.6999998092651,"Y","N",90,37,"D",4,2,0,"C","EVIDENCE OF BEETLES"
103,"0001-00404","2011-08-07 00:00:00",14,"AL",18.5,"N","N",95,21,"P",9,1,0,"D","SNAPPED"
104,"0001-00405","2011-08-07 00:00:00",3,"IC",15.6000003814697,"N","X",90,40,"P",9,2,0,"B","WITNESS AZ50 D19.4"
105,"0001-00406","2011-08-07 00:00:00",1,"IC",10.1000003814697,"N","N",50,39,"D",4,3,0,"C",""
106,"0001-00407","2011-08-06 00:00:00",8,"BO",9.80000019073486,"N","Y",20,10,"N",4,2,0,"C","WITNESS AZ328 D23.5"
106,"0001-00407","2011-08-06 00:00:00",18,"IC",4.59999990463257,"Y","N",100,25,"N",-9,2,0,"B",""
106,"0001-00407","2011-08-06 00:00:00",22,"IC",5.09999990463257,"N","N",99,10,"N",4,1,0,"D",""
108,"0001-00502","2011-08-07 00:00:00",6,"IC",12,"Y","N",100,65,"N",4,1,0,"C",""
108,"0001-00502","2011-08-07 00:00:00",7,"IC",14,"Y","N",100,59,"D",4,3,0,"C",""
109,"0001-00503","2011-08-05 00:00:00",10,"BO",27.5,"N","N",55,11,"N",4,3,0,"E",""
110,"0001-00504","2011-08-05 00:00:00",13,"AL",13.1999998092651,"N","N",95,43,"D",4,4,0,"E","1/100"
110,"0001-00504","2011-08-05 00:00:00",15,"WF",18,"N","N",50,6,"D",4,3,0,"E",""
111,"0001-00505","2011-08-05 00:00:00",3,"IC",15.5,"N","N",95,21,"P",4,3,0,"D",""
111,"0001-00505","2011-08-05 00:00:00",6,"IC",15.8999996185303,"N","N",100,34,"P",4,3,0,"C",""
111,"0001-00505","2011-08-05 00:00:00",7,"IC",17.6000003814697,"N","N",100,44,"P",4,2,0,"D","1/100TH"
111,"0001-00505","2011-08-05 00:00:00",18,"WF",29,"Y","N",100,134,"N",2,2,0,"B",""
115,"0001-00602","2011-06-06 00:00:00",6,"IC",15.1999998092651,"N","N",90,40,"D",4,2,0,"C",""
115,"0001-00602","2011-06-06 00:00:00",7,"GS",16,"N","Y",25,26,"D",4,3,0,"D",""
116,"0001-00603","2011-06-05 00:00:00",1,"GS",90,"N","Y",5,13,"D",9,3,0,"E","QDBH; DBH TAKEN AT INVENTORY TAG OLD GROWTH STUMP #921"
118,"0001-00605","2011-08-05 00:00:00",3,"PP",14.1000003814697,"N","Y",100,26,"P",1,2,0,"A",""
118,"0001-00605","2011-08-05 00:00:00",13,"CP",12.1000003814697,"N","N",100,28,"P",4,2,0,"D",""
118,"0001-00605","2011-08-05 00:00:00",14,"CP",23.7999992370605,"N","N",100,33,"P",1,2,0,"C","RETAGGED"
119,"0001-00606","2011-09-21 00:00:00",1,"GS",121.099998474121,"N","Y",0,10,"D",4,2,0,"E","OG STUMP#924"
120,"0001-00701","2011-06-05 00:00:00",19,"SP",8.19999980926514,"Y","N",95,37,"P",1,2,0,"A","SCAR PRESENT BROWN NEEDLES"
121,"0001-00702","2011-06-04 00:00:00",21,"WF",18.6000003814697,"Y","N",95,104,"N",9,2,0,"C",""
123,"0001-00704","2011-06-05 00:00:00",5,"BO",12.8000001907349,"N","Y",30,10,"P",9,4,0,"B","""WITNESS AZ89 D5.8;JOINED AT BASE 3,4,5, """
125,"0001-00706","2011-06-04 00:00:00",2,"IC",21.3999996185303,"N","N",100,48,"P",4,1,0,"C","BARBED WIRE AT DBH"
125,"0001-00706","2011-06-04 00:00:00",17,"IC",21.2999992370605,"N","N",100,52,"D",4,2,0,"C",""
126,"0001-00707","2011-06-05 00:00:00",6,"IC",15.8999996185303,"N","N",100,39,"D",4,3,0,"C",""
126,"0001-00707","2011-06-05 00:00:00",19,"IC",16.1000003814697,"N","N",100,57,"D",4,2,0,"C",""
129,"0001-01401","2011-08-02 00:00:00",1,"WF",46.0999984741211,"N","N",100,46,"N",4,1,0,"D","WITNESS AZ 260 DIST 7.1' 1/100TH"
130,"0001-01402","2011-08-02 00:00:00",4,"WF",34.4000015258789,"N","Y",75,23,"D",4,3,1,"E",""
130,"0001-01402","2011-08-02 00:00:00",5,"WF",35.5,"N","Y",100,17,"D",4,4,0,"E",""
130,"0001-01402","2011-08-02 00:00:00",11,"WF",46,"Y","N",100,158,"N",2,1,0,"A",""
130,"0001-01402","2011-08-02 00:00:00",13,"WF",24.8999996185303,"N","N",90,19,"D",4,1,0,"E",""
131,"0001-01403","2011-08-02 00:00:00",1,"WF",15.6999998092651,"N","Y",100,52,"D",4,2,0,"C","WITNESS AZ 320 DIST 20.7'"
131,"0001-01403","2011-08-02 00:00:00",2,"WF",32.5999984741211,"N","Y",95,24,"D",4,2,0,"C",""
131,"0001-01403","2011-08-02 00:00:00",3,"WF",28.1000003814697,"N","N",95,60,"D",4,2,0,"D","WITNESS AZ 352 DIST 23.5'"
131,"0001-01403","2011-08-02 00:00:00",4,"WF",12,"N","Y",50,10,"D",4,4,0,"E",""
132,"0001-01404","2011-08-03 00:00:00",9,"WF",18.5,"N","N",100,77,"D",4,2,0,"B",""
133,"0001-00801","2012-09-18 00:00:00",2,"IC",13,"N","N",100,42,"D",4,3,0,"C",""
133,"0001-00801","2012-09-18 00:00:00",3,"IC",10.5,"Y","N",100,49,"D",4,2,0,"C",""
133,"0001-00801","2012-09-18 00:00:00",4,"IC",17.3999996185303,"N","N",100,37,"D",4,2,0,"C",""
133,"0001-00801","2012-09-18 00:00:00",14,"IC",11.3000001907349,"N","N",95,27,"N",4,3,0,"C",""
133,"0001-00801","2012-09-18 00:00:00",16,"IC",19.3999996185303,"N","N",100,50,"D",4,2,0,"B",""
133,"0001-00801","2012-09-18 00:00:00",17,"IC",12.6999998092651,"N","N",100,31,"D",4,2,0,"C",""
133,"0001-00801","2012-09-18 00:00:00",22,"IC",8.60000038146973,"Y","Y",85,36,"D",4,2,0,"C",""
134,"0001-00802","2012-09-17 00:00:00",1,"IC",24,"N","N",100,68,"D",4,2,0,"B",""
134,"0001-00802","2012-09-17 00:00:00",6,"IC",8.89999961853027,"N","Y",95,20,"N",4,1,0,"C",""
135,"0001-00803","2012-09-17 00:00:00",5,"IC",16.6000003814697,"Y","N",95,44,"D",4,3,0,"C",""
135,"0001-00803","2012-09-17 00:00:00",7,"BO",28.2999992370605,"Y","N",75,78,"N",4,1,0,"B",""
135,"0001-00803","2012-09-17 00:00:00",16,"WF",9.10000038146973,"N","Y",95,19,"D",4,4,3,"D",""
136,"0001-00804","2012-09-17 00:00:00",4,"AL",17.8999996185303,"N","Y",50,10,"N",4,3,0,"E",""
136,"0001-00804","2012-09-17 00:00:00",8,"IC",23.2999992370605,"N","N",100,65,"D",4,2,0,"C",""
136,"0001-00804","2012-09-17 00:00:00",10,"IC",17.1000003814697,"N","N",100,45,"D",4,3,0,"D",""
150,"0001-00908","2012-06-04 00:00:00",15,"BO",11.3999996185303,"Y","N",90,52,"N",4,1,0,"X",""
150,"0001-00908","2012-06-04 00:00:00",16,"BO",9.80000019073486,"Y","N",0,37,"D",4,2,0,"E",""
150,"0001-00908","2012-06-04 00:00:00",19,"IC",4.69999980926514,"N","N",100,6,"D",4,4,0,"E",""
150,"0001-00908","2012-06-04 00:00:00",22,"IC",5.69999980926514,"Y","N",100,21,"N",2,1,0,"B",""
151,"0001-00909","2012-06-04 00:00:00",11,"IC",10.8000001907349,"Y","N",100,55,"N",4,1,0,"C",""
151,"0001-00909","2012-06-04 00:00:00",13,"IC",9.39999961853027,"N","N",100,45,"N",4,1,0,"C",""
151,"0001-00909","2012-06-04 00:00:00",14,"IC",18,"N","N",100,34,"N",4,1,0,"C",""
151,"0001-00909","2012-06-04 00:00:00",18,"IC",20,"N","N",100,42,"N",4,1,0,"C",""
151,"0001-00909","2012-06-04 00:00:00",19,"IC",9.30000019073486,"N","N",100,27,"N",4,1,0,"C",""
151,"0001-00909","2012-06-04 00:00:00",24,"IC",7,"Y","N",100,30,"N",4,1,0,"C",""
151,"0001-00909","2012-06-04 00:00:00",31,"IC",10.6999998092651,"Y","N",100,57,"N",4,1,0,"C","INGROWTH AZ 202"
151,"0001-00909","2012-06-04 00:00:00",32,"IC",7.90000009536743,"Y","N",100,39,"N",4,1,0,"C","INGROWTH AZ 204"
152,"0001-00910","2012-06-05 00:00:00",6,"IC",16.1000003814697,"N","N",100,22,"D",4,2,0,"C",""
153,"0001-01002","2012-09-18 00:00:00",7,"WF",8.80000019073486,"Y","N",100,57,"N",4,4,0,"C",""
153,"0001-01002","2012-09-18 00:00:00",8,"WF",18.6000003814697,"Y","N",100,84,"X",2,1,0,"A",""
153,"0001-01002","2012-09-18 00:00:00",12,"BO",17.1000003814697,"N","N",50,48,"N",4,3,0,"C",""
153,"0001-01002","2012-09-18 00:00:00",14,"WF",20,"Y","N",100,90,"N",4,3,0,"B",""
154,"0001-01003","2012-09-17 00:00:00",49,"GS",107.900001525879,"N","Y",0,14,"D",4,4,0,"E",""
155,"0001-01004","2012-09-17 00:00:00",15,"IC",13,"N","N",100,20,"N",4,3,0,"D",""
155,"0001-01004","2012-09-17 00:00:00",16,"IC",11.6999998092651,"N","N",100,26,"D",4,2,0,"C",""
157,"0001-01006","2012-06-06 00:00:00",4,"WF",13.8999996185303,"N","Y",95,17,"D",4,4,0,"D",""
157,"0001-01006","2012-06-06 00:00:00",6,"WF",31.6000003814697,"N","Y",100,30,"D",4,3,0,"D",""
157,"0001-01006","2012-06-06 00:00:00",7,"GS",8.60000038146973,"Y","Y",100,56,"N",4,3,0,"D",""
158,"0001-01007","2012-06-06 00:00:00",4,"BO",8.69999980926514,"N","Y",35,14,"D",4,5,0,"E","LEANING ON TREE6"
158,"0001-01007","2012-06-06 00:00:00",14,"WF",5.90000009536743,"N","N",100,15,"N",2,1,0,"A",""
158,"0001-01007","2012-06-06 00:00:00",19,"IC",9.10000038146973,"Y","N",100,42,"N",4,1,0,"B",""
159,"0001-01008","2012-06-07 00:00:00",3,"IC",9.30000019073486,"N","Y",40,21,"D",4,3,0,"C",""
159,"0001-01008","2012-06-07 00:00:00",4,"IC",10.1000003814697,"N","N",100,21,"D",4,2,0,"C",""
159,"0001-01008","2012-06-07 00:00:00",5,"IC",10.5,"N","N",100,20,"D",4,2,0,"C",""
159,"0001-01008","2012-06-07 00:00:00",10,"IC",13.5,"N","N",100,29,"D",4,2,0,"D",""
159,"0001-01008","2012-06-07 00:00:00",12,"IC",24.3999996185303,"N","N",100,48,"D",4,2,0,"C",""
159,"0001-01008","2012-06-07 00:00:00",15,"IC",8.39999961853027,"Y","N",100,39,"D",4,2,0,"C",""
159,"0001-01008","2012-06-07 00:00:00",17,"IC",16.8999996185303,"N","N",100,45,"D",4,2,0,"C",""
159,"0001-01008","2012-06-07 00:00:00",18,"IC",10.8000001907349,"N","N",100,29,"D",4,2,0,"D",""
159,"0001-01008","2012-06-07 00:00:00",20,"IC",8.10000038146973,"N","N",100,14,"D",4,2,0,"D",""
160,"0001-01009","2012-06-06 00:00:00",21,"WF",9,"Y","Y",75,49,"N",4,3,0,"D",""
160,"0001-01009","2012-06-06 00:00:00",23,"IC",40,"N","N",100,62,"D",4,2,0,"D",""
161,"0001-01010","2012-06-06 00:00:00",7,"WF",4.80000019073486,"Y","N",100,39,"N",4,2,0,"B",""
161,"0001-01010","2012-06-06 00:00:00",16,"WF",22.1000003814697,"N","Y",80,31,"D",4,3,0,"E",""
163,"0001-01104","2012-06-06 00:00:00",11,"IC",17.6000003814697,"N","N",100,22,"D",4,3,0,"C",""
163,"0001-01104","2012-06-06 00:00:00",14,"IC",15.1999998092651,"N","Y",100,11,"D",4,3,0,"C",""
164,"0001-01204","2012-06-05 00:00:00",1,"WF",10.3000001907349,"N","Y",100,43,"N",4,1,0,"C",""
164,"0001-01204","2012-06-05 00:00:00",13,"WF",27.7999992370605,"N","Y",70,34,"N",4,4,0,"C",""
165,"0001-01302","2012-06-05 00:00:00",5,"GS",5.09999990463257,"Y","Y",100,44,"N",4,1,0,"C",""
165,"0001-01302","2012-06-05 00:00:00",12,"GS",7.30000019073486,"Y","Y",95,46,"N",4,2,0,"C","TAG MISSING"
165,"0001-01302","2012-06-05 00:00:00",16,"GS",5.90000009536743,"Y","N",100,27,"N",2,2,0,"B",""
165,"0001-01302","2012-06-05 00:00:00",21,"GS",-9,"N","N",90,5,"N",4,2,0,"E","BROKEN AT 5FT AT ANGLE"
165,"0001-01302","2012-06-05 00:00:00",22,"GS",11.8999996185303,"N","N",100,37,"N",4,2,0,"C",""
168,"0001-01001","2012-09-18 00:00:00",3,"IC",6.80000019073486,"Y","N",100,27,"N",4,2,0,"B",""
168,"0001-01001","2012-09-18 00:00:00",14,"WF",5.09999990463257,"N","Y",100,7,"N",4,2,0,"B",""
169,"0001-01101","2013-06-21 00:00:00",10,"SP",5.30000019073486,"Y","N",100,18,"N",4,2,0,"B",""
172,"0001-01202","2013-06-20 00:00:00",13,"GS",25.5,"N","N",90,34,"D",4,2,0,"D",""
173,"0001-01203","2013-06-20 00:00:00",11,"WF",33.7000007629395,"N","N",90,27,"D",4,3,0,"D",""
173,"0001-01203","2013-06-20 00:00:00",13,"WF",13.6999998092651,"N","Y",95,33,"D",4,1,0,"C",""
174,"0001-01301","2013-06-20 00:00:00",5,"GS",12.8999996185303,"N","N",100,16,"D",4,2,0,"C",""
174,"0001-01301","2013-06-20 00:00:00",16,"GS",8,"N","N",100,36,"D",4,2,0,"C",""
174,"0001-01301","2013-06-20 00:00:00",18,"GS",8.10000038146973,"N","N",100,22,"D",4,2,0,"E",""
