"InvID","PlotID","Invdate","Azimuth","Species","To#24Inch","To1Inch","To3Inch","1FtDuff","1FtLitter","3FtDuff","3FtLitter","1FtFuel","2FtFuel","3FtFuel"
262,"0005-00102","2012-08-08 00:00:00",101,"RF",16,5,7,1.20000004768372,0.800000011920929,1,1,2,5,7
262,"0005-00102","2012-08-08 00:00:00",161,"ES",7,3,3,2.09999990463257,0.5,1.5,0.800000011920929,1,2,5
263,"0005-00103","2012-06-26 00:00:00",53,"RF",33,14,0,1.29999995231628,0.899999976158142,1.29999995231628,0.5,1,0,1
263,"0005-00103","2012-06-26 00:00:00",113,"RF",47,5,1,1.39999997615814,0.400000005960464,1.79999995231628,0.300000011920929,1,1,2
264,"0005-00104","2012-06-27 00:00:00",130,"ES",19,9,2,0.5,0.300000011920929,2.09999990463257,1,1,4,3
264,"0005-00104","2012-06-27 00:00:00",70,"MC",23,6,4,1.20000004768372,0.800000011920929,1.79999995231628,0.800000011920929,3,2,9
265,"0005-00105","2012-07-03 00:00:00",360,"MC",7,0,0,1.39999997615814,1,0.899999976158142,0.899999976158142,0,15,0
265,"0005-00105","2012-07-03 00:00:00",60,"MC",10,2,0,1,0.800000011920929,1,0.699999988079071,1,1,2
267,"0005-00106","2012-07-03 00:00:00",196,"MC",35,3,6,1.20000004768372,0.5,0.899999976158142,0.5,1,1,1
267,"0005-00106","2012-07-03 00:00:00",256,"MC",34,9,3,1.5,1,0.5,0,2,1,2
268,"0005-00107","2012-07-03 00:00:00",335,"MC",6,1,0,1.20000004768372,1.10000002384186,0.800000011920929,0.699999988079071,2,1,1
268,"0005-00107","2012-07-03 00:00:00",35,"MC",14,6,1,1.60000002384186,0.699999988079071,2,1,2,2,2
269,"0005-00202","2012-08-07 00:00:00",304,"RF",70,12,1,3,1.20000004768372,2.5,0.5,2,1,18
269,"0005-00202","2012-08-07 00:00:00",4,"RF",71,11,1,2.59999990463257,0.800000011920929,1.89999997615814,5,1,1,2
270,"0005-00203","2012-06-27 00:00:00",268,"RF",40,5,2,0.5,0.699999988079071,0,0.5,1,1,1
270,"0005-00203","2012-06-27 00:00:00",328,"RF",30,5,4,2.09999990463257,0.5,0.300000011920929,0.5,1,1,0.5
271,"0005-00204","2012-06-27 00:00:00",196,"MC",3,4,0,0,0.5,1.5,0.800000011920929,1,4,3
271,"0005-00204","2012-06-27 00:00:00",256,"ES",2,1,0,1.79999995231628,0.5,2.5,0.699999988079071,2,2,2
272,"0005-00205","2012-06-28 00:00:00",286,"MC",22,4,2,1.79999995231628,0.5,0.800000011920929,0.5,1,6,2
272,"0005-00205","2012-06-28 00:00:00",346,"MC",25,8,2,2.79999995231628,0.600000023841858,1.5,0.5,2,3,3
273,"0005-00206","2012-06-28 00:00:00",243,"MC",27,4,0,1.5,5,2.20000004768372,1,2,8,36
273,"0005-00206","2012-06-28 00:00:00",303,"MC",12,6,2,1.20000004768372,0.5,1.5,0.5,4,4,34
274,"0005-00207","2012-04-02 00:00:00",328,"MC",31,4,3,0.800000011920929,0.600000023841858,2.20000004768372,1.20000004768372,1,1,2
274,"0005-00207","2012-04-02 00:00:00",28,"MC",52,9,2,1.89999997615814,1,1.5,1,4,1,2
275,"0005-00302","2012-08-02 00:00:00",120,"MC",0,2,1,2.5,0.800000011920929,2,0.800000011920929,1,2,8
275,"0005-00302","2012-08-02 00:00:00",180,"MC",3,0,2,1,0.5,5,0.800000011920929,4,2,4
276,"0005-00303","2012-07-04 00:00:00",60,"MC",21,12,2,2.70000004768372,0.699999988079071,3.5,0.800000011920929,1,2,2
276,"0005-00303","2012-07-04 00:00:00",120,"MC",16,8,2,0.899999976158142,0.800000011920929,1.20000004768372,0.5,6,2,5
277,"0005-00304","2012-07-04 00:00:00",81,"MC",30,5,2,2.20000004768372,0.899999976158142,2.70000004768372,0.699999988079071,2,2,8
277,"0005-00304","2012-07-04 00:00:00",141,"MC",24,2,2,1.79999995231628,0.600000023841858,1.60000002384186,0.600000023841858,2,3,6
278,"0005-00305","2012-07-09 00:00:00",84,"MC",11,12,7,1.5,0.5,1.70000004768372,0.699999988079071,1,2,5
278,"0005-00305","2012-07-09 00:00:00",144,"MC",4,5,5,2.5,0.5,1.79999995231628,0,2,5,3
279,"0005-00306","2012-07-10 00:00:00",90,"MC",22,4,0,1.79999995231628,0.800000011920929,0.899999976158142,1.89999997615814,3,3,3
279,"0005-00306","2012-07-10 00:00:00",150,"MC",28,2,2,2.40000009536743,1,2,1,2,2,4
280,"0005-00307","2012-07-10 00:00:00",135,"MC",23,13,3,1.70000004768372,1,2.09999990463257,0.800000011920929,2,2,2
280,"0005-00307","2012-07-10 00:00:00",195,"MC",15,6,3,1.39999997615814,0.800000011920929,1.60000002384186,1.29999995231628,2,1,3
281,"0005-00402","2012-08-06 00:00:00",52,"GF",0,0,0,0.200000002980232,0,2.40000009536743,1.5,1,0,2
281,"0005-00402","2012-08-06 00:00:00",112,"GF",1,0,0,3.20000004768372,0.5,1.39999997615814,0.600000023841858,1,1,1
282,"0005-00403","2012-07-11 00:00:00",69,"MC",22,6,1,0.600000023841858,0.899999976158142,0.300000011920929,0.400000005960464,0,3,1
282,"0005-00403","2012-07-11 00:00:00",129,"MC",20,6,1,1.29999995231628,0.899999976158142,8.5,4,5,6,4
283,"0005-00404","2012-07-11 00:00:00",145,"MC",49,14,1,1.5,1.5,1.79999995231628,1.20000004768372,4,4,3
283,"0005-00404","2012-07-11 00:00:00",85,"MC",18,19,1,2,1.20000004768372,1.79999995231628,2,2,6,4
284,"0005-00406","2012-07-12 00:00:00",65,"MC",31,6,0,1,2,1,2,6,3,3
284,"0005-00406","2012-07-12 00:00:00",125,"MC",34,9,0,0.100000001490116,0.100000001490116,1.5,2,0,4,4
285,"0005-00407","2012-07-16 00:00:00",123,"MC",16,6,3,1,2,0.5,2,4,1,3
285,"0005-00407","2012-07-16 00:00:00",183,"ES",21,6,1,2,1.5,0.5,1,3,0,1
286,"0005-00408","2012-07-16 00:00:00",131,"MC",50,8,3,2,2,2,2.5,3,2,3
286,"0005-00408","2012-07-16 00:00:00",191,"MC",46,5,5,1.5,1.70000004768372,1.5,2,3,3,4
287,"0005-00502","2012-08-01 00:00:00",120,"MC",18,9,0,0.200000002980232,0.600000023841858,2.5,1.79999995231628,2,3,2
79,"0001-00301","2015-09-13 00:00:00",20,"MC",54,16,1,0,1,0.100000001490116,0.5,2,3,30
79,"0001-00301","2015-09-13 00:00:00",80,"MC",34,12,7,0,0,0,7,27,4,16
80,"0001-00302","2015-09-13 00:00:00",355,"DS",4,9,4,0,0.200000002980232,0.200000002980232,0.800000011920929,3,1,1
80,"0001-00302","2015-09-13 00:00:00",55,"DS",2,2,5,0.200000002980232,0.899999976158142,0.200000002980232,0.400000005960464,3,2,2
81,"0001-00303","2015-09-13 00:00:00",264,"MC",5,6,0,0,0,0,0,0,0,0
81,"0001-00303","2015-09-13 00:00:00",324,"MC",9,3,2,2,1,0,0.400000005960464,2,3,13
82,"0001-00304","2015-10-06 00:00:00",192,"MC",23,10,3,1,1.20000004768372,1.70000004768372,0.600000023841858,2,4,1
82,"0001-00304","2015-10-06 00:00:00",252,"MC",14,8,1,1.10000002384186,1.10000002384186,1.39999997615814,0.899999976158142,3,4,1
83,"0001-00305","2015-10-06 00:00:00",108,"MC",7,1,0,2,0.699999988079071,0,0.100000001490116,1,1,0
83,"0001-00305","2015-10-06 00:00:00",168,"GF",4,1,0,0.200000002980232,0.600000023841858,0,0.400000005960464,1,0,1
84,"0001-00307","2015-10-06 00:00:00",75,"ES",6,1,1,0,0.100000001490116,0,0.200000002980232,0,1,0
84,"0001-00307","2015-10-06 00:00:00",135,"ES",4,3,0,0,0.200000002980232,0,0,0,1,3
85,"0001-00309","2015-10-06 00:00:00",86,"GF",2,6,0,1.89999997615814,0.800000011920929,2.09999990463257,0.899999976158142,1,1,1
85,"0001-00309","2015-10-06 00:00:00",146,"GF",0,0,0,0.5,0.5,2.20000004768372,1.5,1,36,2
