"InvID","PlotID","Invdate","Treenum","Species","Bhage","Theight","Comment"
1181,"0101-00999","1983-04-04 00:00:00",945,"PP",61,106,NA
1181,"0101-00999","1983-04-04 00:00:00",970,"PP",64,124,NA
1181,"0101-00999","1983-04-04 00:00:00",984,"PP",51,105,NA
1181,"0101-00999","1983-04-04 00:00:00",1019,"PP",50,95,NA
1181,"0101-00999","1983-04-04 00:00:00",1188,"SP",49,123,NA
1181,"0101-00999","1983-04-04 00:00:00",1312,"SP",59,109,NA
1181,"0101-00999","1983-04-04 00:00:00",1434,"PP",57,128,NA
1181,"0101-00999","1983-04-04 00:00:00",1446,"PP",61,120,NA
1181,"0101-00999","1983-04-04 00:00:00",1476,"SP",61,114,NA
1181,"0101-00999","1983-04-04 00:00:00",1544,"DF",40,87,NA
1181,"0101-00999","1983-04-04 00:00:00",1615,"SP",66,114,NA
1181,"0101-00999","1983-04-04 00:00:00",1625,"PP",73,135,NA
1181,"0101-00999","1983-04-04 00:00:00",1681,"WF",57,111,NA
1181,"0101-00999","1983-04-04 00:00:00",1706,"DF",48,112,NA
1181,"0101-00999","1983-04-04 00:00:00",1716,"SP",51,105,NA
1181,"0101-00999","1983-04-04 00:00:00",1764,"SP",46,85,NA
1181,"0101-00999","1983-04-04 00:00:00",1801,"PP",64,110,NA
1184,"0110-00001","1983-07-01 00:00:00",-1,"PP",51,113,NA
1184,"0110-00001","1983-07-01 00:00:00",-2,"PP",50,130,NA
1184,"0110-00001","1983-07-01 00:00:00",-3,"PP",62,131,NA
2061,"0110-00001","1994-06-24 00:00:00",18,"IC",60,86,NA
1185,"0110-00002","1983-07-01 00:00:00",-1,"PP",33,69,NA
1186,"0110-00003","1983-06-30 00:00:00",-1,"PP",35,98,NA
1186,"0110-00003","1983-06-30 00:00:00",-2,"PP",35,91,NA
1186,"0110-00003","1983-06-30 00:00:00",-3,"PP",35,82,NA
1187,"0110-00004","1983-06-30 00:00:00",-1,"PP",43,101,NA
1187,"0110-00004","1983-06-30 00:00:00",-2,"PP",39,98,NA
1188,"0110-00005","1983-06-30 00:00:00",-1,"PP",36,109,NA
1188,"0110-00005","1983-06-30 00:00:00",-2,"PP",63,145,NA
1189,"0110-00006","1983-07-05 00:00:00",-1,"SP",56,116,NA
1189,"0110-00006","1983-07-05 00:00:00",-2,"SP",49,105,NA
1189,"0110-00006","1983-07-05 00:00:00",-3,"SP",52,110,NA
1192,"0110-00009","1983-07-01 00:00:00",-1,"SP",49,110,NA
1193,"0110-00010","1983-06-30 00:00:00",-1,"PP",64,142,NA
1193,"0110-00010","1983-06-30 00:00:00",-2,"PP",47,137,NA
1194,"0110-00011","1983-06-30 00:00:00",-1,"PP",48,106,NA
1195,"0110-00012","1983-07-01 00:00:00",-1,"PP",48,104,NA
499,"0123-00004","1976-08-17 00:00:00",7,"SP",41,90,NA
499,"0123-00004","1976-08-17 00:00:00",20,"PP",49,125,NA
979,"0123-00004","1981-08-21 00:00:00",-1,"PP",51,98,NA
500,"0123-00006","1976-08-18 00:00:00",1,"WF",27,60,NA
500,"0123-00006","1976-08-18 00:00:00",12,"WF",41,84,NA
980,"0123-00006","1981-08-14 00:00:00",-1,"WF",45,84,NA
501,"0123-00007","1976-08-20 00:00:00",10,"WF",42,73,NA
501,"0123-00007","1976-08-20 00:00:00",23,"DF",36,75,NA
981,"0123-00007","1981-08-14 00:00:00",-1,"PP",51,122,NA
502,"0123-00001","1976-08-16 00:00:00",9,"PP",55,113,NA
502,"0123-00001","1976-08-16 00:00:00",33,"PP",58,124,NA
982,"0123-00001","1981-08-21 00:00:00",21,"WF",55,92,NA
982,"0123-00001","1981-08-21 00:00:00",-1,"DF",56,106,NA
503,"0123-00002","1976-08-16 00:00:00",6,"PP",47,99,NA
503,"0123-00002","1976-08-16 00:00:00",23,"PP",44,97,NA
983,"0123-00002","1981-08-13 00:00:00",-1,"PP",52,103,NA
504,"0123-00003","1976-08-17 00:00:00",7,"DF",41,78,NA
504,"0123-00003","1976-08-17 00:00:00",9,"PP",43,102,NA
984,"0123-00003","1981-08-14 00:00:00",-1,"PP",43,93,NA
505,"0123-00005","1976-08-17 00:00:00",19,"PP",30,73,NA
505,"0123-00005","1976-08-17 00:00:00",23,"PP",38,86,NA
985,"0123-00005","1981-08-13 00:00:00",24,"PP",49,80,NA
506,"0123-00008","1976-08-20 00:00:00",9,"PP",59,105,NA
506,"0123-00008","1976-08-20 00:00:00",12,"PP",37,67,NA
986,"0123-00008","1981-08-13 00:00:00",-1,"PP",58,97,NA
1484,"0130-00002","1985-07-17 00:00:00",12,"DF",38,74,NA
1484,"0130-00002","1985-07-17 00:00:00",15,"PP",41,57,NA
1484,"0130-00002","1985-07-17 00:00:00",17,"PP",54,107,NA
1484,"0130-00002","1985-07-17 00:00:00",22,"DF",33,62,NA
1484,"0130-00002","1985-07-17 00:00:00",23,"IC",54,64,NA
1484,"0130-00002","1985-07-17 00:00:00",25,"IC",46,51,NA
1484,"0130-00002","1985-07-17 00:00:00",-1,"PP",54,103,NA
1485,"0130-00004","1985-07-16 00:00:00",24,"IC",62,79,NA
1486,"0130-00006","1985-07-16 00:00:00",4,"PP",51,135,NA
1486,"0130-00006","1985-07-16 00:00:00",32,"PP",62,118,NA
1486,"0130-00006","1985-07-16 00:00:00",-1,"DF",59,105,NA
1486,"0130-00006","1985-07-16 00:00:00",-2,"WF",42,107,NA
1487,"0130-00008","1985-07-16 00:00:00",10,"DF",31,39,NA
1487,"0130-00008","1985-07-16 00:00:00",11,"WF",42,87,NA
1487,"0130-00008","1985-07-16 00:00:00",16,"DF",32,45,NA
1488,"0130-00011","1985-07-15 00:00:00",3,"PP",54,113,NA
1488,"0130-00011","1985-07-15 00:00:00",18,"DF",51,58,NA
1488,"0130-00011","1985-07-15 00:00:00",20,"PP",56,114,NA
1488,"0130-00011","1985-07-15 00:00:00",-1,"DF",51,80,NA
1489,"0130-00021","1985-07-16 00:00:00",1,"IC",45,50,NA
1489,"0130-00021","1985-07-16 00:00:00",2,"IC",52,63,NA
1489,"0130-00021","1985-07-16 00:00:00",3,"IC",56,68,NA
1489,"0130-00021","1985-07-16 00:00:00",9,"DF",35,68,NA
1489,"0130-00021","1985-07-16 00:00:00",11,"IC",46,52,NA
1489,"0130-00021","1985-07-16 00:00:00",21,"IC",44,52,NA
1489,"0130-00021","1985-07-16 00:00:00",22,"IC",34,45,NA
1489,"0130-00021","1985-07-16 00:00:00",-1,"PP",43,98,NA
1490,"0130-00022","1985-07-17 00:00:00",6,"SP",48,58,NA
1490,"0130-00022","1985-07-17 00:00:00",9,"SP",54,73,NA
1490,"0130-00022","1985-07-17 00:00:00",10,"PP",51,95,NA
1490,"0130-00022","1985-07-17 00:00:00",18,"SP",60,89,NA
1490,"0130-00022","1985-07-17 00:00:00",22,"SP",43,55,NA
1490,"0130-00022","1985-07-17 00:00:00",28,"SP",61,101,NA
1490,"0130-00022","1985-07-17 00:00:00",30,"SP",51,59,NA
1490,"0130-00022","1985-07-17 00:00:00",31,"PP",60,68,NA
1491,"0130-00023","1985-07-22 00:00:00",4,"PP",45,110,NA
1491,"0130-00023","1985-07-22 00:00:00",15,"WF",33,58,NA
1491,"0130-00023","1985-07-22 00:00:00",22,"WF",41,125,NA
1492,"0130-00024","1985-07-18 00:00:00",1,"WF",14,39,NA
1492,"0130-00024","1985-07-18 00:00:00",2,"IC",44,61,NA
1492,"0130-00024","1985-07-18 00:00:00",3,"DF",25,64,NA
1492,"0130-00024","1985-07-18 00:00:00",5,"IC",39,53,NA
1492,"0130-00024","1985-07-18 00:00:00",7,"IC",45,50,NA
1492,"0130-00024","1985-07-18 00:00:00",8,"IC",51,67,NA
1492,"0130-00024","1985-07-18 00:00:00",9,"DF",23,50,NA
1492,"0130-00024","1985-07-18 00:00:00",11,"PP",29,67,NA
1492,"0130-00024","1985-07-18 00:00:00",12,"WF",28,56,NA
1492,"0130-00024","1985-07-18 00:00:00",13,"SP",23,43,NA
1492,"0130-00024","1985-07-18 00:00:00",14,"DF",23,46,NA
1492,"0130-00024","1985-07-18 00:00:00",15,"IC",42,63,NA
1492,"0130-00024","1985-07-18 00:00:00",17,"DF",25,49,NA
1492,"0130-00024","1985-07-18 00:00:00",18,"PP",41,89,NA
1492,"0130-00024","1985-07-18 00:00:00",20,"IC",42,62,NA
1492,"0130-00024","1985-07-18 00:00:00",21,"IC",41,57,NA
1493,"0130-00025","1985-07-19 00:00:00",1,"PP",27,45,NA
1493,"0130-00025","1985-07-19 00:00:00",2,"PP",43,96,NA
1493,"0130-00025","1985-07-19 00:00:00",3,"DF",22,45,NA
1493,"0130-00025","1985-07-19 00:00:00",4,"PP",25,40,NA
1493,"0130-00025","1985-07-19 00:00:00",5,"PP",14,22,NA
1493,"0130-00025","1985-07-19 00:00:00",6,"DF",21,35,NA
1493,"0130-00025","1985-07-19 00:00:00",7,"DF",15,44,NA
1493,"0130-00025","1985-07-19 00:00:00",8,"SP",19,30,NA
1493,"0130-00025","1985-07-19 00:00:00",9,"SP",17,32,NA
1493,"0130-00025","1985-07-19 00:00:00",10,"SP",19,35,NA
1493,"0130-00025","1985-07-19 00:00:00",11,"WF",19,25,NA
1493,"0130-00025","1985-07-19 00:00:00",-1,"DF",35,78,NA
1777,"0130-00025","1988-07-25 00:00:00",17,"WF",16,24,NA
1494,"0130-00026","1985-07-19 00:00:00",5,"DF",31,53,NA
1494,"0130-00026","1985-07-19 00:00:00",13,"IC",51,75,NA
1494,"0130-00026","1985-07-19 00:00:00",14,"WF",29,45,NA
1494,"0130-00026","1985-07-19 00:00:00",16,"PP",53,102,NA
596,"0123-00021","1977-08-05 00:00:00",2,"PP",52,110,NA
596,"0123-00021","1977-08-05 00:00:00",5,"PP",50,105,NA
596,"0123-00021","1977-08-05 00:00:00",13,"WF",42,87,NA
1495,"0123-00021","1985-06-07 00:00:00",5,"PP",57,119,NA
1495,"0123-00021","1985-06-07 00:00:00",13,"WF",54,109,NA
1495,"0123-00021","1985-06-07 00:00:00",-1,"PP",52,122,NA
597,"0123-00022","1977-08-05 00:00:00",1,"PP",47,110,NA
597,"0123-00022","1977-08-05 00:00:00",6,"PP",45,98,NA
597,"0123-00022","1977-08-05 00:00:00",18,"PP",40,114,NA
1496,"0123-00022","1985-06-06 00:00:00",1,"PP",45,127,NA
1496,"0123-00022","1985-06-06 00:00:00",6,"PP",48,114,NA
1496,"0123-00022","1985-06-06 00:00:00",11,"WF",44,105,NA
1496,"0123-00022","1985-06-06 00:00:00",18,"PP",52,123,NA
1496,"0123-00022","1985-06-06 00:00:00",-1,"WF",46,100,NA
598,"0123-00023","1977-08-08 00:00:00",5,"SP",65,95,NA
1497,"0123-00023","1985-06-05 00:00:00",5,"SP",68,116,NA
599,"0123-00027","1977-08-10 00:00:00",6,"PP",47,101,NA
599,"0123-00027","1977-08-10 00:00:00",7,"PP",42,89,NA
599,"0123-00027","1977-08-10 00:00:00",9,"PP",39,89,NA
1498,"0123-00027","1985-07-06 00:00:00",6,"PP",52,128,NA
1498,"0123-00027","1985-07-06 00:00:00",9,"PP",50,108,NA
1498,"0123-00027","1985-07-06 00:00:00",-1,"WF",64,120,NA
1498,"0123-00027","1985-07-06 00:00:00",-2,"PP",44,99,NA
600,"0123-00028","1977-08-10 00:00:00",5,"WF",42,57,NA
600,"0123-00028","1977-08-10 00:00:00",15,"DF",48,64,NA
600,"0123-00028","1977-08-10 00:00:00",36,"PP",38,78,NA
600,"0123-00028","1977-08-10 00:00:00",41,"PP",54,106,NA
1499,"0123-00028","1985-10-06 00:00:00",36,"PP",44,84,NA
1499,"0123-00028","1985-10-06 00:00:00",41,"PP",65,118,NA
601,"0123-00029","1977-08-11 00:00:00",21,"PP",53,122,NA
601,"0123-00029","1977-08-11 00:00:00",23,"PP",55,121,NA
601,"0123-00029","1977-08-11 00:00:00",25,"PP",53,110,NA
1500,"0123-00029","1985-11-06 00:00:00",29,"PP",63,149,NA
1500,"0123-00029","1985-11-06 00:00:00",-1,"PP",63,140,NA
1500,"0123-00029","1985-11-06 00:00:00",-2,"WF",57,110,NA
1500,"0123-00029","1985-11-06 00:00:00",-3,"WF",57,112,NA
602,"0123-00010","1977-08-11 00:00:00",12,"WF",21,29,NA
602,"0123-00010","1977-08-11 00:00:00",15,"PP",27,43,NA
603,"0123-00011","1977-08-12 00:00:00",12,"WF",52,98,NA
603,"0123-00011","1977-08-12 00:00:00",25,"PP",50,99,NA
603,"0123-00011","1977-08-12 00:00:00",29,"WF",54,101,NA
1502,"0123-00011","1985-06-10 00:00:00",12,"WF",56,108,NA
1502,"0123-00011","1985-06-10 00:00:00",20,"DF",40,91,NA
1502,"0123-00011","1985-06-10 00:00:00",29,"WF",58,102,NA
604,"0123-00012","1977-08-12 00:00:00",12,"PP",47,99,NA
604,"0123-00012","1977-08-12 00:00:00",24,"PP",33,74,NA
1503,"0123-00012","1985-07-09 00:00:00",7,"PP",51,113,NA
1503,"0123-00012","1985-07-09 00:00:00",12,"PP",52,116,NA
605,"0123-00013","1977-08-15 00:00:00",8,"PP",42,70,NA
605,"0123-00013","1977-08-15 00:00:00",22,"PP",46,91,NA
605,"0123-00013","1977-08-15 00:00:00",29,"PP",46,98,NA
1504,"0123-00013","1985-07-09 00:00:00",94,"WF",31,43,NA
606,"0141-00004","1977-08-08 00:00:00",9,"PP",63,128,NA
606,"0141-00004","1977-08-08 00:00:00",26,"WF",38,50,NA
606,"0141-00004","1977-08-08 00:00:00",27,"DF",43,68,NA
1505,"0141-00004","1985-06-07 00:00:00",-1,"WF",57,131,NA
607,"0141-00005","1977-08-09 00:00:00",6,"PP",64,130,NA
607,"0141-00005","1977-08-09 00:00:00",7,"PP",50,115,NA
607,"0141-00005","1977-08-09 00:00:00",24,"PP",60,129,NA
608,"0141-00006","1977-08-09 00:00:00",19,"WF",25,43,NA
608,"0141-00006","1977-08-09 00:00:00",27,"PP",32,61,NA
608,"0141-00006","1977-08-09 00:00:00",36,"DF",33,64,NA
609,"0141-00014","1977-08-15 00:00:00",11,"PP",51,74,NA
1199,"0141-00014","1983-08-16 00:00:00",-1,"PP",41,82,NA
610,"0141-00015","1977-08-16 00:00:00",2,"PP",40,80,NA
610,"0141-00015","1977-08-16 00:00:00",5,"PP",48,70,NA
610,"0141-00015","1977-08-16 00:00:00",10,"WF",50,106,NA
1200,"0141-00015","1983-08-16 00:00:00",-1,"PP",62,128,NA
611,"0141-00016","1977-08-16 00:00:00",10,"DF",59,98,NA
611,"0141-00016","1977-08-16 00:00:00",19,"SP",63,132,NA
611,"0141-00016","1977-08-16 00:00:00",20,"WF",52,102,NA
1202,"0141-00017","1983-08-15 00:00:00",14,"PP",45,95,NA
1202,"0141-00017","1983-08-15 00:00:00",-1,"WF",36,77,NA
613,"0141-00018","1977-08-17 00:00:00",4,"PP",48,132,NA
613,"0141-00018","1977-08-17 00:00:00",25,"PP",49,115,NA
613,"0141-00018","1977-08-17 00:00:00",31,"PP",49,117,NA
614,"0141-00019","1977-08-18 00:00:00",6,"DF",46,103,NA
1204,"0141-00019","1983-08-12 00:00:00",-1,"DF",53,97,NA
1204,"0141-00019","1983-08-12 00:00:00",-2,"PP",40,88,NA
615,"0141-00020","1977-08-18 00:00:00",25,"PP",56,125,NA
615,"0141-00020","1977-08-18 00:00:00",29,"PP",42,99,NA
615,"0141-00020","1977-08-18 00:00:00",36,"PP",51,121,NA
616,"0141-00021","1977-08-19 00:00:00",7,"WF",74,125,NA
616,"0141-00021","1977-08-19 00:00:00",8,"SP",72,137,NA
616,"0141-00021","1977-08-19 00:00:00",13,"PP",46,119,NA
1206,"0141-00021","1983-08-11 00:00:00",3,"SP",60,118,NA
1206,"0141-00021","1983-08-11 00:00:00",-1,"SP",60,147,NA
617,"0141-00022","1977-08-19 00:00:00",10,"PP",52,99,NA
617,"0141-00022","1977-08-19 00:00:00",20,"PP",54,117,NA
617,"0141-00022","1977-08-19 00:00:00",38,"PP",59,115,NA
618,"0141-00023","1977-09-13 00:00:00",45,"PP",48,109,NA
618,"0141-00023","1977-09-13 00:00:00",50,"PP",51,95,NA
619,"0141-00024","1977-09-15 00:00:00",20,"PP",48,98,NA
619,"0141-00024","1977-09-15 00:00:00",21,"PP",45,80,NA
1209,"0141-00024","1983-08-12 00:00:00",1,"PP",54,114,NA
1209,"0141-00024","1983-08-12 00:00:00",19,"PP",42,88,NA
1210,"0141-00025","1983-08-15 00:00:00",26,"WF",58,127,NA
1210,"0141-00025","1983-08-15 00:00:00",37,"WF",52,106,NA
1210,"0141-00025","1983-08-15 00:00:00",-1,"PP",75,150,NA
757,"0152-00001","1978-06-29 00:00:00",2,"PP",60,135,NA
757,"0152-00001","1978-06-29 00:00:00",5,"PP",56,130,NA
757,"0152-00001","1978-06-29 00:00:00",14,"PP",55,111,NA
757,"0152-00001","1978-06-29 00:00:00",24,"PP",56,129,NA
757,"0152-00001","1978-06-29 00:00:00",26,"PP",58,133,NA
1211,"0152-00001","1983-07-18 00:00:00",2,"PP",60,151,NA
1211,"0152-00001","1983-07-18 00:00:00",5,"PP",56,136,NA
1211,"0152-00001","1983-07-18 00:00:00",14,"PP",55,118,NA
1211,"0152-00001","1983-07-18 00:00:00",26,"PP",58,139,NA
758,"0152-00002","1978-07-04 00:00:00",8,"WF",67,132,NA
758,"0152-00002","1978-07-04 00:00:00",14,"WF",61,108,NA
759,"0152-00003","1978-07-04 00:00:00",1,"PP",55,141,NA
759,"0152-00003","1978-07-04 00:00:00",4,"PP",48,132,NA
759,"0152-00003","1978-07-04 00:00:00",14,"PP",53,128,NA
759,"0152-00003","1978-07-04 00:00:00",20,"PP",46,126,NA
759,"0152-00003","1978-07-04 00:00:00",25,"PP",55,126,NA
760,"0152-00004","1978-07-05 00:00:00",13,"DF",72,97,NA
761,"0152-00005","1978-07-05 00:00:00",8,"PP",51,130,NA
761,"0152-00005","1978-07-05 00:00:00",9,"PP",41,116,NA
761,"0152-00005","1978-07-05 00:00:00",16,"DF",45,107,NA
761,"0152-00005","1978-07-05 00:00:00",19,"DF",45,103,NA
761,"0152-00005","1978-07-05 00:00:00",29,"PP",53,103,NA
762,"0152-00006","1978-07-06 00:00:00",4,"WF",41,110,NA
762,"0152-00006","1978-07-06 00:00:00",25,"PP",58,126,NA
762,"0152-00006","1978-07-06 00:00:00",28,"SP",50,130,NA
763,"0150-00007","1978-07-06 00:00:00",2,"WF",83,137,NA
763,"0150-00007","1978-07-06 00:00:00",3,"WF",76,138,NA
763,"0150-00007","1978-07-06 00:00:00",11,"SP",58,87,NA
763,"0150-00007","1978-07-06 00:00:00",-1,"SP",62,138,NA
763,"0150-00007","1978-07-06 00:00:00",-2,"WF",83,135,NA
764,"0150-00008","1978-07-07 00:00:00",6,"WF",38,94,NA
764,"0150-00008","1978-07-07 00:00:00",8,"SP",51,125,NA
764,"0150-00008","1978-07-07 00:00:00",12,"PP",49,102,NA
764,"0150-00008","1978-07-07 00:00:00",14,"WF",41,104,NA
764,"0150-00008","1978-07-07 00:00:00",34,"DF",38,85,NA
765,"0150-00009","1978-07-07 00:00:00",2,"DF",51,68,NA
765,"0150-00009","1978-07-07 00:00:00",3,"WF",44,66,NA
765,"0150-00009","1978-07-07 00:00:00",20,"WF",43,68,NA
765,"0150-00009","1978-07-07 00:00:00",22,"DF",74,88,NA
766,"0150-00010","1978-07-10 00:00:00",10,"SP",58,73,NA
766,"0150-00010","1978-07-10 00:00:00",14,"WF",60,107,NA
766,"0150-00010","1978-07-10 00:00:00",15,"PP",61,96,NA
766,"0150-00010","1978-07-10 00:00:00",24,"WF",70,108,NA
766,"0150-00010","1978-07-10 00:00:00",35,"SP",96,125,NA
767,"0150-00013","1978-07-11 00:00:00",1,"SP",57,127,NA
767,"0150-00013","1978-07-11 00:00:00",10,"PP",59,117,NA
767,"0150-00013","1978-07-11 00:00:00",12,"WF",68,122,NA
767,"0150-00013","1978-07-11 00:00:00",14,"SP",58,117,NA
767,"0150-00013","1978-07-11 00:00:00",-1,"WF",60,114,NA
768,"0150-00014","1978-07-13 00:00:00",1,"SP",53,77,NA
768,"0150-00014","1978-07-13 00:00:00",4,"SP",66,126,NA
768,"0150-00014","1978-07-13 00:00:00",6,"SP",63,102,NA
768,"0150-00014","1978-07-13 00:00:00",9,"SP",66,123,NA
768,"0150-00014","1978-07-13 00:00:00",18,"SP",61,121,NA
769,"0150-00015","1978-07-13 00:00:00",5,"WF",59,126,NA
769,"0150-00015","1978-07-13 00:00:00",12,"IC",42,76,NA
769,"0150-00015","1978-07-13 00:00:00",13,"WF",57,127,NA
769,"0150-00015","1978-07-13 00:00:00",16,"WF",58,138,NA
769,"0150-00015","1978-07-13 00:00:00",21,"PP",55,106,NA
770,"0151-00011","1978-07-12 00:00:00",5,"SP",64,102,NA
770,"0151-00011","1978-07-12 00:00:00",7,"DF",65,115,NA
770,"0151-00011","1978-07-12 00:00:00",13,"WF",42,53,NA
770,"0151-00011","1978-07-12 00:00:00",20,"SP",41,61,NA
770,"0151-00011","1978-07-12 00:00:00",28,"WF",39,51,NA
771,"0151-00012","1978-07-11 00:00:00",1,"DF",53,73,NA
771,"0151-00012","1978-07-11 00:00:00",13,"DF",78,92,NA
771,"0151-00012","1978-07-11 00:00:00",18,"SP",57,106,NA
771,"0151-00012","1978-07-11 00:00:00",20,"PP",53,114,NA
771,"0151-00012","1978-07-11 00:00:00",21,"DF",50,89,NA
772,"0151-00016","1978-07-14 00:00:00",2,"WF",57,121,NA
772,"0151-00016","1978-07-14 00:00:00",8,"SP",52,108,NA
772,"0151-00016","1978-07-14 00:00:00",10,"SP",58,114,NA
772,"0151-00016","1978-07-14 00:00:00",14,"DF",62,113,NA
772,"0151-00016","1978-07-14 00:00:00",20,"SP",69,137,NA
773,"0151-00017","1978-07-13 00:00:00",1,"DF",40,58,NA
774,"0151-00018","1978-07-18 00:00:00",9,"DF",52,91,NA
774,"0151-00018","1978-07-18 00:00:00",-1,"SP",57,118,NA
774,"0151-00018","1978-07-18 00:00:00",-2,"DF",56,118,NA
774,"0151-00018","1978-07-18 00:00:00",-3,"DF",50,111,NA
774,"0151-00018","1978-07-18 00:00:00",-4,"DF",51,115,NA
775,"0151-00019","1978-07-18 00:00:00",5,"SP",104,167,NA
775,"0151-00019","1978-07-18 00:00:00",-1,"SP",51,87,NA
775,"0151-00019","1978-07-18 00:00:00",-2,"WF",46,85,NA
775,"0151-00019","1978-07-18 00:00:00",-3,"SP",52,86,NA
775,"0151-00019","1978-07-18 00:00:00",-4,"DF",67,121,NA
871,"0160-00001","1980-08-06 00:00:00",42,"PP",50,92,NA
871,"0160-00001","1980-08-06 00:00:00",46,"PP",53,112,NA
871,"0160-00001","1980-08-06 00:00:00",55,"SP",61,110,NA
871,"0160-00001","1980-08-06 00:00:00",-1,"SP",64,118,NA
1224,"0160-00001","1983-09-21 00:00:00",-1,"SP",64,118,NA
2092,"0160-00001","1994-05-05 00:00:00",-1,"SP",77,118,NA
2092,"0160-00001","1994-05-05 00:00:00",-2,"WF",74,122,NA
872,"0160-00003","1980-08-05 00:00:00",1,"PP",64,111,NA
872,"0160-00003","1980-08-05 00:00:00",6,"PP",65,99,NA
872,"0160-00003","1980-08-05 00:00:00",25,"SP",62,128,NA
872,"0160-00003","1980-08-05 00:00:00",26,"SP",81,133,NA
1225,"0160-00003","1983-09-21 00:00:00",-1,"SP",62,128,NA
1225,"0160-00003","1983-09-21 00:00:00",-2,"SP",81,133,NA
2093,"0160-00003","1994-05-04 00:00:00",1,"PP",74,128,NA
2093,"0160-00003","1994-05-04 00:00:00",-1,"SP",75,129,NA
2093,"0160-00003","1994-05-04 00:00:00",-2,"DF",79,110,NA
1226,"0160-00010","1983-09-20 00:00:00",-1,"WF",76,118,NA
1227,"0160-00012","1983-09-20 00:00:00",-1,"PP",69,113,NA
1227,"0160-00012","1983-09-20 00:00:00",-2,"SP",55,105,NA
1227,"0160-00012","1983-09-20 00:00:00",-3,"PP",56,93,NA
873,"0160-00015","1980-08-11 00:00:00",-1,"SP",62,116,NA
873,"0160-00015","1980-08-11 00:00:00",-2,"PP",57,133,NA
873,"0160-00015","1980-08-11 00:00:00",-3,"PP",67,143,NA
1228,"0160-00015","1983-09-21 00:00:00",-1,"SP",62,116,NA
1228,"0160-00015","1983-09-21 00:00:00",-2,"PP",57,133,NA
1228,"0160-00015","1983-09-21 00:00:00",-3,"PP",67,143,NA
874,"0160-00017","1980-08-11 00:00:00",13,"SP",59,114,NA
874,"0160-00017","1980-08-11 00:00:00",23,"WF",60,118,NA
874,"0160-00017","1980-08-11 00:00:00",-1,"SP",58,152,NA
1229,"0160-00017","1983-09-21 00:00:00",-1,"SP",58,152,NA
875,"0160-00019","1980-08-05 00:00:00",10,"SP",52,72,NA
875,"0160-00019","1980-08-05 00:00:00",11,"PP",66,108,NA
875,"0160-00019","1980-08-05 00:00:00",-1,"PP",84,130,NA
875,"0160-00019","1980-08-05 00:00:00",-2,"PP",65,116,NA
1230,"0160-00019","1983-09-21 00:00:00",-1,"PP",84,130,NA
1230,"0160-00019","1983-09-21 00:00:00",-2,"PP",65,116,NA
2098,"0160-00019","1994-04-29 00:00:00",34,"DF",72,114,NA
2098,"0160-00019","1994-04-29 00:00:00",-1,"SP",75,111,NA
876,"0160-00021","1980-08-07 00:00:00",22,"PP",56,125,NA
876,"0160-00021","1980-08-07 00:00:00",-1,"PP",52,127,NA
876,"0160-00021","1980-08-07 00:00:00",-2,"PP",55,113,NA
1231,"0160-00021","1983-09-21 00:00:00",-1,"PP",52,127,NA
1231,"0160-00021","1983-09-21 00:00:00",-2,"PP",55,113,NA
877,"0160-00022","1980-08-08 00:00:00",28,"PP",51,102,NA
877,"0160-00022","1980-08-08 00:00:00",-1,"PP",57,111,NA
877,"0160-00022","1980-08-08 00:00:00",-2,"PP",65,107,NA
1232,"0160-00022","1983-09-21 00:00:00",-1,"PP",57,111,NA
1232,"0160-00022","1983-09-21 00:00:00",-2,"PP",65,107,NA
878,"0160-00023","1980-08-07 00:00:00",26,"PP",52,78,NA
878,"0160-00023","1980-08-07 00:00:00",-1,"PP",48,79,NA
878,"0160-00023","1980-08-07 00:00:00",-2,"PP",58,83,NA
879,"0160-00024","1980-08-06 00:00:00",4,"PP",50,103,NA
879,"0160-00024","1980-08-06 00:00:00",10,"PP",50,107,NA
879,"0160-00024","1980-08-06 00:00:00",29,"PP",49,107,NA
879,"0160-00024","1980-08-06 00:00:00",43,"PP",51,94,NA
880,"0160-00025","1980-08-04 00:00:00",6,"SP",63,113,NA
880,"0160-00025","1980-08-04 00:00:00",-1,"SP",59,112,NA
880,"0160-00025","1980-08-04 00:00:00",-2,"SP",56,92,NA
1235,"0160-00025","1983-09-21 00:00:00",-1,"SP",59,112,NA
1235,"0160-00025","1983-09-21 00:00:00",-2,"SP",56,92,NA
1237,"0160-00027","1983-09-20 00:00:00",-1,"SP",67,102,NA
1237,"0160-00027","1983-09-20 00:00:00",-2,"SP",71,106,NA
1237,"0160-00027","1983-09-20 00:00:00",-3,"SP",51,103,NA
2105,"0160-00027","1994-05-03 00:00:00",8,"DF",66,79,NA
1238,"0160-00028","1983-09-20 00:00:00",-1,"PP",63,133,NA
1238,"0160-00028","1983-09-20 00:00:00",-2,"PP",74,132,NA
1238,"0160-00028","1983-09-20 00:00:00",-3,"PP",52,132,NA
1238,"0160-00028","1983-09-20 00:00:00",-4,"SP",58,112,NA
1240,"0160-00030","1983-09-20 00:00:00",-1,"PP",59,98,NA
2108,"0160-00030","1994-05-11 00:00:00",37,"WF",58,105,NA
620,"0170-00001","1977-09-06 00:00:00",13,"WF",94,108,NA
2109,"0170-00001","1994-07-21 00:00:00",-1,"SP",74,144,NA
621,"0170-00002","1977-09-06 00:00:00",33,"PP",68,113,NA
