"InvID","PlotID","Invdate","Azimuth","Decay Factor","Size"
2202,"0292-00013","1994-08-03 00:00:00",110,"S",5
2202,"0292-00013","1994-08-03 00:00:00",110,"S",6
2202,"0292-00013","1994-08-03 00:00:00",170,"S",7
2202,"0292-00013","1994-08-03 00:00:00",170,"R",5
2202,"0292-00013","1994-08-03 00:00:00",170,"S",4
2202,"0292-00013","1994-08-03 00:00:00",170,"S",3
2203,"0292-00014","1994-08-04 00:00:00",11,"S",3
2203,"0292-00014","1994-08-04 00:00:00",11,"S",6
2203,"0292-00014","1994-08-04 00:00:00",11,"S",3
2203,"0292-00014","1994-08-04 00:00:00",11,"S",14
2203,"0292-00014","1994-08-04 00:00:00",11,"R",20
2203,"0292-00014","1994-08-04 00:00:00",71,"R",32
2203,"0292-00014","1994-08-04 00:00:00",71,"S",6
2203,"0292-00014","1994-08-04 00:00:00",71,"S",4
2203,"0292-00014","1994-08-04 00:00:00",71,"S",4
2203,"0292-00014","1994-08-04 00:00:00",71,"S",3
2203,"0292-00014","1994-08-04 00:00:00",71,"R",5
2204,"0292-00015","1994-07-27 00:00:00",295,"S",4
2206,"0292-00017","1994-07-28 00:00:00",174,"S",4
2206,"0292-00017","1994-07-28 00:00:00",174,"S",12
2206,"0292-00017","1994-07-28 00:00:00",174,"S",7
2206,"0292-00017","1994-07-28 00:00:00",234,"S",6
2206,"0292-00017","1994-07-28 00:00:00",234,"S",6
2206,"0292-00017","1994-07-28 00:00:00",234,"S",7
2205,"0292-00016","1994-07-28 00:00:00",107,"S",3
2205,"0292-00016","1994-07-28 00:00:00",107,"R",9
2205,"0292-00016","1994-07-28 00:00:00",107,"S",6
2205,"0292-00016","1994-07-28 00:00:00",107,"R",6
2205,"0292-00016","1994-07-28 00:00:00",107,"R",20
2205,"0292-00016","1994-07-28 00:00:00",107,"R",24
2208,"0292-00020","1994-07-26 00:00:00",254,"S",4
2208,"0292-00020","1994-07-26 00:00:00",254,"S",24
2208,"0292-00020","1994-07-26 00:00:00",254,"R",10
2208,"0292-00020","1994-07-26 00:00:00",254,"S",26
2208,"0292-00020","1994-07-26 00:00:00",254,"S",8
2208,"0292-00020","1994-07-26 00:00:00",324,"S",8
2209,"0292-00021","1994-08-03 00:00:00",55,"R",19
2209,"0292-00021","1994-08-03 00:00:00",55,"S",8
2209,"0292-00021","1994-08-03 00:00:00",115,"S",5
2209,"0292-00021","1994-08-03 00:00:00",115,"S",3
2209,"0292-00021","1994-08-03 00:00:00",115,"S",27
2209,"0292-00021","1994-08-03 00:00:00",115,"S",12
2209,"0292-00021","1994-08-03 00:00:00",115,"R",4
2210,"0292-00022","1994-08-02 00:00:00",267,"S",8
2211,"0292-00023","1994-07-29 00:00:00",135,"S",3
2211,"0292-00023","1994-07-29 00:00:00",135,"S",5
2211,"0292-00023","1994-07-29 00:00:00",135,"S",6
2211,"0292-00023","1994-07-29 00:00:00",135,"S",7
2211,"0292-00023","1994-07-29 00:00:00",135,"R",13
2211,"0292-00023","1994-07-29 00:00:00",195,"S",5
2211,"0292-00023","1994-07-29 00:00:00",195,"S",7
2211,"0292-00023","1994-07-29 00:00:00",195,"S",14
2211,"0292-00023","1994-07-29 00:00:00",195,"S",4
2211,"0292-00023","1994-07-29 00:00:00",195,"R",6
2211,"0292-00023","1994-07-29 00:00:00",195,"R",12
2211,"0292-00023","1994-07-29 00:00:00",195,"R",16
2211,"0292-00023","1994-07-29 00:00:00",195,"R",7
2211,"0292-00023","1994-07-29 00:00:00",195,"S",7
2212,"0292-00024","1994-07-29 00:00:00",130,"R",6
2212,"0292-00024","1994-07-29 00:00:00",130,"R",5
2212,"0292-00024","1994-07-29 00:00:00",130,"S",8
2212,"0292-00024","1994-07-29 00:00:00",130,"R",24
2212,"0292-00024","1994-07-29 00:00:00",190,"S",5
2212,"0292-00024","1994-07-29 00:00:00",190,"S",3
2213,"0292-00025","1994-08-02 00:00:00",266,"S",20
2213,"0292-00025","1994-08-02 00:00:00",266,"S",13
2213,"0292-00025","1994-08-02 00:00:00",266,"S",4
2213,"0292-00025","1994-08-02 00:00:00",326,"S",4
2213,"0292-00025","1994-08-02 00:00:00",326,"S",5
2213,"0292-00025","1994-08-02 00:00:00",326,"S",6
2214,"0291-00029","1994-08-02 00:00:00",320,"S",3
2215,"0292-00030","1994-08-08 00:00:00",225,"S",6
2215,"0292-00030","1994-08-08 00:00:00",225,"S",7
2215,"0292-00030","1994-08-08 00:00:00",225,"S",7
2215,"0292-00030","1994-08-08 00:00:00",225,"S",4
2215,"0292-00030","1994-08-08 00:00:00",225,"S",4
2215,"0292-00030","1994-08-08 00:00:00",225,"S",4
2215,"0292-00030","1994-08-08 00:00:00",225,"S",5
2216,"0292-00031","1994-08-08 00:00:00",304,"S",6
2216,"0292-00031","1994-08-08 00:00:00",304,"S",3
2216,"0292-00031","1994-08-08 00:00:00",4,"S",8
2216,"0292-00031","1994-08-08 00:00:00",4,"S",6
2216,"0292-00031","1994-08-08 00:00:00",4,"R",11
2216,"0292-00031","1994-08-08 00:00:00",4,"S",4
2217,"0292-00032","1994-08-08 00:00:00",226,"S",3
2217,"0292-00032","1994-08-08 00:00:00",286,"S",6
2219,"0292-00034","1994-08-15 00:00:00",214,"R",6
2219,"0292-00034","1994-08-15 00:00:00",274,"R",6
2220,"0292-00035","1994-08-09 00:00:00",284,"R",3
2220,"0292-00035","1994-08-09 00:00:00",284,"S",5
2220,"0292-00035","1994-08-09 00:00:00",344,"S",4
2222,"0292-00037","1994-08-17 00:00:00",192,"S",5
2222,"0292-00037","1994-08-17 00:00:00",252,"R",4
2223,"0292-00038","1994-08-10 00:00:00",111,"R",20
2223,"0292-00038","1994-08-10 00:00:00",111,"R",5
2224,"0292-00039","1994-08-12 00:00:00",76,"R",4
2207,"0292-00019","1994-07-27 00:00:00",271,"S",3
2207,"0292-00019","1994-07-27 00:00:00",271,"S",7
2207,"0292-00019","1994-07-27 00:00:00",331,"R",12
2207,"0292-00019","1994-07-27 00:00:00",331,"S",3
2207,"0292-00019","1994-07-27 00:00:00",331,"S",7
2221,"0292-00036","1994-08-11 00:00:00",244,"R",7
2221,"0292-00036","1994-08-11 00:00:00",244,"S",10
2221,"0292-00036","1994-08-11 00:00:00",304,"S",6
2077,"0123-00001","1994-09-23 00:00:00",254,"S",4
2077,"0123-00001","1994-09-23 00:00:00",314,"R",7
2078,"0123-00002","1994-09-30 00:00:00",74,"S",4
2079,"0123-00003","1994-10-05 00:00:00",175,"R",14
2079,"0123-00003","1994-10-05 00:00:00",175,"S",3
2079,"0123-00003","1994-10-05 00:00:00",235,"S",4
2079,"0123-00003","1994-10-05 00:00:00",235,"R",6
2074,"0123-00004","1994-10-05 00:00:00",10,"S",3
2074,"0123-00004","1994-10-05 00:00:00",10,"S",3
2074,"0123-00004","1994-10-05 00:00:00",10,"R",6
2074,"0123-00004","1994-10-05 00:00:00",10,"S",6
2074,"0123-00004","1994-10-05 00:00:00",70,"S",5
2080,"0123-00005","1994-09-23 00:00:00",215,"R",8
2080,"0123-00005","1994-09-23 00:00:00",275,"R",3
2080,"0123-00005","1994-09-23 00:00:00",275,"R",4
2080,"0123-00005","1994-09-23 00:00:00",275,"R",5
2076,"0123-00007","1994-10-07 00:00:00",115,"R",19
2081,"0123-00008","1994-10-10 00:00:00",230,"R",7
2081,"0123-00008","1994-10-10 00:00:00",230,"R",9
2081,"0123-00008","1994-10-10 00:00:00",230,"R",16
2081,"0123-00008","1994-10-10 00:00:00",230,"R",17
2081,"0123-00008","1994-10-10 00:00:00",290,"R",10
5240,"0070-00006","2005-07-06 00:00:00",210,"C",6
5240,"0070-00006","2005-07-06 00:00:00",270,"C",5
5241,"0110-00001","2005-08-14 00:00:00",20,"B",4
5241,"0110-00001","2005-08-14 00:00:00",320,"A",8
5242,"0110-00003","2006-08-10 00:00:00",199,"A",5
5242,"0110-00003","2006-08-10 00:00:00",139,"A",5
5243,"0110-00005","2006-08-10 00:00:00",54,"B",4
5243,"0110-00005","2006-08-10 00:00:00",54,"A",6
5244,"0110-00008","2006-08-11 00:00:00",24,"B",17
5244,"0110-00008","2006-08-11 00:00:00",24,"C",4
5245,"0110-00010","2006-08-14 00:00:00",191,"A",8
5248,"0110-00020","2006-08-11 00:00:00",70,"D",4
5249,"0110-00021","2006-08-10 00:00:00",263,"A",4
5249,"0110-00021","2006-08-10 00:00:00",263,"C",4
5250,"0110-00023","2006-08-10 00:00:00",91,"B",5
5250,"0110-00023","2006-08-10 00:00:00",91,"B",6
5250,"0110-00023","2006-08-10 00:00:00",91,"E",24
5250,"0110-00023","2006-08-10 00:00:00",91,"D",14
5250,"0110-00023","2006-08-10 00:00:00",91,"E",8
5250,"0110-00023","2006-08-10 00:00:00",31,"D",4
5250,"0110-00023","2006-08-10 00:00:00",31,"B",6
5251,"0110-00024","2006-08-10 00:00:00",3,"B",5
5252,"0110-00025","2006-08-11 00:00:00",82,"A",4
5252,"0110-00025","2006-08-11 00:00:00",82,"A",4
5252,"0110-00025","2006-08-11 00:00:00",82,"B",4
5252,"0110-00025","2006-08-11 00:00:00",82,"C",4
5252,"0110-00025","2006-08-11 00:00:00",82,"C",4
2333,"0540-00002","1994-07-07 00:00:00",30,"S",7
5679,"0110-00013","2006-08-14 00:00:00",43,"D",6
5679,"0110-00013","2006-08-14 00:00:00",43,"C",6
5679,"0110-00013","2006-08-14 00:00:00",300,"C",8
5679,"0110-00013","2006-08-14 00:00:00",300,"C",8
5679,"0110-00013","2006-08-14 00:00:00",300,"B",4
5679,"0110-00013","2006-08-14 00:00:00",300,"B",5
5680,"0110-00016","2006-08-14 00:00:00",296,"B",9
5680,"0110-00016","2006-08-14 00:00:00",296,"A",5
5680,"0110-00016","2006-08-14 00:00:00",296,"C",10
2333,"0540-00002","1994-07-07 00:00:00",30,"S",5
2333,"0540-00002","1994-07-07 00:00:00",30,"S",5
2333,"0540-00002","1994-07-07 00:00:00",30,"R",4
2333,"0540-00002","1994-07-07 00:00:00",30,"R",4
2333,"0540-00002","1994-07-07 00:00:00",30,"R",7
2333,"0540-00002","1994-07-07 00:00:00",90,"R",12
2333,"0540-00002","1994-07-07 00:00:00",90,"S",3
2333,"0540-00002","1994-07-07 00:00:00",90,"S",8
2334,"0540-00004","1994-07-08 00:00:00",187,"S",4
2334,"0540-00004","1994-07-08 00:00:00",187,"R",7
2133,"0180-00024","1994-07-19 00:00:00",140,"S",4
2133,"0180-00024","1994-07-19 00:00:00",140,"R",3
2133,"0180-00024","1994-07-19 00:00:00",140,"R",3
2133,"0180-00024","1994-07-19 00:00:00",140,"R",3
2133,"0180-00024","1994-07-19 00:00:00",140,"S",6
2133,"0180-00024","1994-07-19 00:00:00",200,"R",12
2133,"0180-00024","1994-07-19 00:00:00",200,"R",5
2133,"0180-00024","1994-07-19 00:00:00",200,"S",4
2395,"0670-00021","1994-07-15 00:00:00",330,"S",4
2395,"0670-00021","1994-07-15 00:00:00",330,"S",4
2395,"0670-00021","1994-07-15 00:00:00",330,"S",3
2395,"0670-00021","1994-07-15 00:00:00",330,"S",3
2395,"0670-00021","1994-07-15 00:00:00",30,"R",6
2278,"0470-00021","1994-08-02 00:00:00",96,"R",12
2278,"0470-00021","1994-08-02 00:00:00",156,"R",14
2279,"0470-00022","1994-08-02 00:00:00",292,"S",4
2279,"0470-00022","1994-08-02 00:00:00",292,"S",4
2279,"0470-00022","1994-08-02 00:00:00",292,"S",7
2279,"0470-00022","1994-08-02 00:00:00",292,"S",3
2279,"0470-00022","1994-08-02 00:00:00",352,"S",5
2279,"0470-00022","1994-08-02 00:00:00",352,"S",5
2279,"0470-00022","1994-08-02 00:00:00",352,"S",5
2279,"0470-00022","1994-08-02 00:00:00",352,"S",5
5252,"0110-00025","2006-08-11 00:00:00",22,"B",4
5252,"0110-00025","2006-08-11 00:00:00",22,"C",4
5253,"0110-00027","2006-08-10 00:00:00",58,"A",4
5253,"0110-00027","2006-08-10 00:00:00",358,"A",5
5254,"0110-00028","2006-08-11 00:00:00",218,"C",7
5254,"0110-00028","2006-08-11 00:00:00",218,"D",7
5254,"0110-00028","2006-08-11 00:00:00",218,"D",4
5254,"0110-00028","2006-08-11 00:00:00",278,"E",12
5254,"0110-00028","2006-08-11 00:00:00",278,"E",6
5256,"0250-00002","2006-08-16 00:00:00",180,"B",4
5256,"0250-00002","2006-08-16 00:00:00",120,"A",4
5256,"0250-00002","2006-08-16 00:00:00",120,"A",5
5256,"0250-00002","2006-08-16 00:00:00",120,"D",11
5262,"0250-00009","2006-08-16 00:00:00",60,"A",7
5262,"0250-00009","2006-08-16 00:00:00",60,"A",6
5262,"0250-00009","2006-08-16 00:00:00",0,"B",4
5262,"0250-00009","2006-08-16 00:00:00",0,"B",4
5263,"0250-00010","2006-08-17 00:00:00",30,"C",12
5263,"0250-00010","2006-08-17 00:00:00",90,"E",10
5263,"0250-00010","2006-08-17 00:00:00",90,"D",12
5263,"0250-00010","2006-08-17 00:00:00",90,"E",8
5264,"0250-00011","2006-08-17 00:00:00",197,"B",6
5266,"0250-00015","2006-08-17 00:00:00",6,"D",12
5276,"0130-00002","2002-08-27 00:00:00",171,"D",4
5276,"0130-00002","2002-08-27 00:00:00",171,"D",5
5276,"0130-00002","2002-08-27 00:00:00",171,"D",4
5276,"0130-00002","2002-08-27 00:00:00",231,"E",9
5277,"0130-00006","2002-09-03 00:00:00",180,"D",4
5277,"0130-00006","2002-09-03 00:00:00",180,"C",5
5277,"0130-00006","2002-09-03 00:00:00",180,"D",4
5277,"0130-00006","2002-09-03 00:00:00",240,"E",8
5277,"0130-00006","2002-09-03 00:00:00",240,"D",4
5277,"0130-00006","2002-09-03 00:00:00",240,"D",4
5278,"0130-00028","2002-08-23 00:00:00",353,"A",5
5278,"0130-00028","2002-08-23 00:00:00",53,"B",3
5278,"0130-00028","2002-08-23 00:00:00",53,"A",3
5279,"0130-00011","2002-08-27 00:00:00",4,"C",6
5279,"0130-00011","2002-08-27 00:00:00",4,"A",3
5279,"0130-00011","2002-08-27 00:00:00",4,"A",3
5279,"0130-00011","2002-08-27 00:00:00",4,"A",3
5279,"0130-00011","2002-08-27 00:00:00",4,"A",3
5279,"0130-00011","2002-08-27 00:00:00",64,"E",14
5279,"0130-00011","2002-08-27 00:00:00",64,"C",5
5279,"0130-00011","2002-08-27 00:00:00",64,"C",4
5280,"0130-00021","2002-09-03 00:00:00",327,"E",5
5280,"0130-00021","2002-09-03 00:00:00",327,"B",8
5281,"0130-00022","2002-08-27 00:00:00",182,"B",6
5281,"0130-00022","2002-08-27 00:00:00",182,"C",5
5281,"0130-00022","2002-08-27 00:00:00",242,"B",3
5281,"0130-00022","2002-08-27 00:00:00",242,"A",6
5281,"0130-00022","2002-08-27 00:00:00",242,"C",11
5282,"0130-00023","2002-09-02 00:00:00",188,"E",7
5286,"0400-00002","2003-06-30 00:00:00",252,"C",9
5286,"0400-00002","2003-06-30 00:00:00",252,"B",9
5286,"0400-00002","2003-06-30 00:00:00",61,"B",9
5287,"0400-00004","2003-06-30 00:00:00",289,"C",17
5287,"0400-00004","2003-06-30 00:00:00",289,"B",9
2279,"0470-00022","1994-08-02 00:00:00",352,"S",5
2280,"0470-00023","1994-08-02 00:00:00",123,"R",12
2280,"0470-00023","1994-08-02 00:00:00",123,"S",3
2280,"0470-00023","1994-08-02 00:00:00",123,"S",4
2280,"0470-00023","1994-08-02 00:00:00",183,"S",3
2280,"0470-00023","1994-08-02 00:00:00",183,"S",10
2277,"0470-00013","1994-08-03 00:00:00",129,"S",14
2277,"0470-00013","1994-08-03 00:00:00",129,"S",5
2277,"0470-00013","1994-08-03 00:00:00",189,"R",8
2277,"0470-00013","1994-08-03 00:00:00",189,"S",9
2277,"0470-00013","1994-08-03 00:00:00",189,"S",12
2274,"0470-00002","1994-08-01 00:00:00",100,"S",4
2274,"0470-00002","1994-08-01 00:00:00",100,"S",4
2274,"0470-00002","1994-08-01 00:00:00",100,"R",8
2274,"0470-00002","1994-08-01 00:00:00",100,"R",14
2274,"0470-00002","1994-08-01 00:00:00",100,"R",12
2274,"0470-00002","1994-08-01 00:00:00",100,"R",10
2276,"0470-00006","1994-08-01 00:00:00",125,"R",4
2392,"0670-00014","1994-07-14 00:00:00",341,"S",3
2392,"0670-00014","1994-07-14 00:00:00",341,"R",13
2392,"0670-00014","1994-07-14 00:00:00",341,"R",4
2391,"0670-00012","1994-07-15 00:00:00",2,"R",3
2393,"0670-00016","1994-07-14 00:00:00",325,"S",4
2393,"0670-00016","1994-07-14 00:00:00",325,"S",4
2393,"0670-00016","1994-07-14 00:00:00",25,"S",3
2393,"0670-00016","1994-07-14 00:00:00",25,"S",3
2393,"0670-00016","1994-07-14 00:00:00",25,"S",3
2393,"0670-00016","1994-07-14 00:00:00",25,"S",3
2393,"0670-00016","1994-07-14 00:00:00",25,"S",3
2393,"0670-00016","1994-07-14 00:00:00",25,"S",3
2393,"0670-00016","1994-07-14 00:00:00",25,"S",12
2393,"0670-00016","1994-07-14 00:00:00",25,"S",15
2393,"0670-00016","1994-07-14 00:00:00",25,"S",11
2393,"0670-00016","1994-07-14 00:00:00",25,"S",8
2393,"0670-00016","1994-07-14 00:00:00",25,"S",10
2393,"0670-00016","1994-07-14 00:00:00",25,"S",4
2394,"0670-00020","1994-07-15 00:00:00",10,"S",3
2394,"0670-00020","1994-07-15 00:00:00",10,"S",4
2394,"0670-00020","1994-07-15 00:00:00",10,"R",6
2275,"0470-00004","1994-08-01 00:00:00",123,"R",4
2123,"0180-00002","1994-07-19 00:00:00",354,"S",7
2123,"0180-00002","1994-07-19 00:00:00",354,"S",7
2123,"0180-00002","1994-07-19 00:00:00",354,"S",7
2123,"0180-00002","1994-07-19 00:00:00",354,"S",7
2123,"0180-00002","1994-07-19 00:00:00",354,"R",5
2124,"0180-00004","1994-07-15 00:00:00",264,"R",6
2124,"0180-00004","1994-07-15 00:00:00",264,"R",5
2124,"0180-00004","1994-07-15 00:00:00",324,"R",5
2124,"0180-00004","1994-07-15 00:00:00",324,"R",4
2124,"0180-00004","1994-07-15 00:00:00",324,"R",6
2124,"0180-00004","1994-07-15 00:00:00",324,"R",3
2125,"0180-00006","1994-07-19 00:00:00",253,"S",6
2125,"0180-00006","1994-07-19 00:00:00",253,"S",3
2125,"0180-00006","1994-07-19 00:00:00",253,"S",3
2125,"0180-00006","1994-07-19 00:00:00",253,"S",4
2125,"0180-00006","1994-07-19 00:00:00",253,"S",5
2125,"0180-00006","1994-07-19 00:00:00",253,"R",6
2125,"0180-00006","1994-07-19 00:00:00",253,"S",3
2125,"0180-00006","1994-07-19 00:00:00",253,"S",3
2125,"0180-00006","1994-07-19 00:00:00",253,"S",4
2125,"0180-00006","1994-07-19 00:00:00",313,"S",5
2125,"0180-00006","1994-07-19 00:00:00",313,"S",18
2125,"0180-00006","1994-07-19 00:00:00",313,"S",4
2125,"0180-00006","1994-07-19 00:00:00",313,"R",4
2126,"0180-00008","1994-07-20 00:00:00",298,"R",18
2126,"0180-00008","1994-07-20 00:00:00",298,"S",3
2126,"0180-00008","1994-07-20 00:00:00",298,"R",3
2126,"0180-00008","1994-07-20 00:00:00",350,"S",4
2126,"0180-00008","1994-07-20 00:00:00",350,"S",4
2126,"0180-00008","1994-07-20 00:00:00",350,"S",4
2126,"0180-00008","1994-07-20 00:00:00",350,"S",3
2126,"0180-00008","1994-07-20 00:00:00",350,"S",16
2126,"0180-00008","1994-07-20 00:00:00",350,"R",17
2127,"0180-00010","1994-07-20 00:00:00",224,"S",3
2127,"0180-00010","1994-07-20 00:00:00",224,"S",3
2127,"0180-00010","1994-07-20 00:00:00",224,"S",3
2127,"0180-00010","1994-07-20 00:00:00",224,"S",5
2127,"0180-00010","1994-07-20 00:00:00",224,"S",5
2127,"0180-00010","1994-07-20 00:00:00",284,"S",15
2127,"0180-00010","1994-07-20 00:00:00",284,"S",5
2127,"0180-00010","1994-07-20 00:00:00",284,"R",8
2127,"0180-00010","1994-07-20 00:00:00",284,"R",10
2127,"0180-00010","1994-07-20 00:00:00",284,"S",6
2127,"0180-00010","1994-07-20 00:00:00",284,"R",20
2128,"0180-00013","1994-07-18 00:00:00",175,"S",3
2128,"0180-00013","1994-07-18 00:00:00",235,"S",6
2129,"0180-00018","1994-07-20 00:00:00",67,"S",6
2129,"0180-00018","1994-07-20 00:00:00",67,"S",8
2130,"0180-00020","1994-07-21 00:00:00",194,"R",3
2130,"0180-00020","1994-07-21 00:00:00",194,"R",7
2130,"0180-00020","1994-07-21 00:00:00",194,"S",6
2130,"0180-00020","1994-07-21 00:00:00",194,"S",3
2130,"0180-00020","1994-07-21 00:00:00",194,"S",8
2130,"0180-00020","1994-07-21 00:00:00",194,"S",5
2130,"0180-00020","1994-07-21 00:00:00",194,"S",4
2130,"0180-00020","1994-07-21 00:00:00",244,"S",3
2130,"0180-00020","1994-07-21 00:00:00",244,"S",7
2132,"0180-00023","1994-07-22 00:00:00",110,"R",3
2132,"0180-00023","1994-07-22 00:00:00",110,"S",3
2132,"0180-00023","1994-07-22 00:00:00",110,"S",3
2132,"0180-00023","1994-07-22 00:00:00",170,"S",3
2309,"0531-00001","1994-08-08 00:00:00",240,"R",20
2309,"0531-00001","1994-08-08 00:00:00",240,"S",10
2310,"0530-00002","1994-08-09 00:00:00",200,"S",4
2310,"0530-00002","1994-08-09 00:00:00",200,"S",5
2310,"0530-00002","1994-08-09 00:00:00",200,"S",5
2310,"0530-00002","1994-08-09 00:00:00",200,"S",3
2310,"0530-00002","1994-08-09 00:00:00",200,"S",4
2310,"0530-00002","1994-08-09 00:00:00",200,"S",6
2310,"0530-00002","1994-08-09 00:00:00",200,"S",9
2310,"0530-00002","1994-08-09 00:00:00",260,"S",5
2310,"0530-00002","1994-08-09 00:00:00",260,"S",5
2310,"0530-00002","1994-08-09 00:00:00",260,"S",3
2310,"0530-00002","1994-08-09 00:00:00",260,"S",5
2310,"0530-00002","1994-08-09 00:00:00",260,"S",5
2310,"0530-00002","1994-08-09 00:00:00",260,"R",4
2311,"0531-00003","1994-08-10 00:00:00",30,"S",3
2312,"0530-00004","1994-08-11 00:00:00",144,"S",5
2312,"0530-00004","1994-08-11 00:00:00",144,"S",4
2312,"0530-00004","1994-08-11 00:00:00",204,"S",4
2313,"0530-00005","1994-08-11 00:00:00",230,"S",3
2313,"0530-00005","1994-08-11 00:00:00",230,"S",3
2313,"0530-00005","1994-08-11 00:00:00",290,"S",5
2313,"0530-00005","1994-08-11 00:00:00",290,"S",4
2313,"0530-00005","1994-08-11 00:00:00",290,"R",5
2313,"0530-00005","1994-08-11 00:00:00",290,"S",4
2313,"0530-00005","1994-08-11 00:00:00",290,"S",4
2314,"0532-00006","1994-08-12 00:00:00",330,"R",5
2314,"0532-00006","1994-08-12 00:00:00",330,"S",4
2314,"0532-00006","1994-08-12 00:00:00",330,"S",4
2314,"0532-00006","1994-08-12 00:00:00",330,"S",6
2314,"0532-00006","1994-08-12 00:00:00",30,"S",4
2316,"0530-00008","1994-08-15 00:00:00",324,"S",9
2316,"0530-00008","1994-08-15 00:00:00",324,"R",9
2316,"0530-00008","1994-08-15 00:00:00",324,"S",5
2316,"0530-00008","1994-08-15 00:00:00",324,"S",4
2316,"0530-00008","1994-08-15 00:00:00",324,"R",12
2316,"0530-00008","1994-08-15 00:00:00",24,"R",5
2316,"0530-00008","1994-08-15 00:00:00",24,"S",14
2317,"0531-00009","1994-08-15 00:00:00",343,"R",3
2317,"0531-00009","1994-08-15 00:00:00",343,"R",5
2317,"0531-00009","1994-08-15 00:00:00",343,"R",12
2317,"0531-00009","1994-08-15 00:00:00",43,"S",6
2317,"0531-00009","1994-08-15 00:00:00",43,"R",8
2317,"0531-00009","1994-08-15 00:00:00",43,"S",3
2317,"0531-00009","1994-08-15 00:00:00",43,"R",7
2317,"0531-00009","1994-08-15 00:00:00",43,"R",7
2318,"0531-00010","1994-08-16 00:00:00",138,"S",3
2318,"0531-00010","1994-08-16 00:00:00",138,"S",4
2318,"0531-00010","1994-08-16 00:00:00",198,"S",5
2319,"0530-00011","1994-08-18 00:00:00",43,"S",3
2320,"0530-00012","1994-08-17 00:00:00",340,"S",4
2320,"0530-00012","1994-08-17 00:00:00",340,"S",17
2320,"0530-00012","1994-08-17 00:00:00",340,"S",13
2320,"0530-00012","1994-08-17 00:00:00",40,"S",4
2320,"0530-00012","1994-08-17 00:00:00",40,"S",4
2320,"0530-00012","1994-08-17 00:00:00",40,"S",4
2320,"0530-00012","1994-08-17 00:00:00",40,"S",4
2321,"0532-00013","1994-08-18 00:00:00",300,"S",6
2321,"0532-00013","1994-08-18 00:00:00",300,"S",5
2321,"0532-00013","1994-08-18 00:00:00",360,"S",8
2323,"0532-00015","1994-08-17 00:00:00",167,"R",14
2323,"0532-00015","1994-08-17 00:00:00",167,"S",3
2323,"0532-00015","1994-08-17 00:00:00",247,"S",5
2323,"0532-00015","1994-08-17 00:00:00",247,"S",4
2324,"0531-00016","1994-08-08 00:00:00",129,"S",6
2324,"0531-00016","1994-08-08 00:00:00",129,"S",5
2324,"0531-00016","1994-08-08 00:00:00",129,"S",5
2324,"0531-00016","1994-08-08 00:00:00",129,"S",3
2324,"0531-00016","1994-08-08 00:00:00",129,"S",3
2324,"0531-00016","1994-08-08 00:00:00",189,"R",4
2324,"0531-00016","1994-08-08 00:00:00",189,"S",4
2324,"0531-00016","1994-08-08 00:00:00",189,"S",4
2324,"0531-00016","1994-08-08 00:00:00",189,"S",6
2324,"0531-00016","1994-08-08 00:00:00",189,"S",4
2325,"0531-00017","1994-08-10 00:00:00",288,"S",4
2325,"0531-00017","1994-08-10 00:00:00",288,"S",6
2325,"0531-00017","1994-08-10 00:00:00",288,"S",4
2325,"0531-00017","1994-08-10 00:00:00",288,"S",4
2325,"0531-00017","1994-08-10 00:00:00",288,"S",3
2325,"0531-00017","1994-08-10 00:00:00",288,"S",4
2325,"0531-00017","1994-08-10 00:00:00",288,"S",5
2325,"0531-00017","1994-08-10 00:00:00",288,"R",8
2325,"0531-00017","1994-08-10 00:00:00",288,"S",3
2325,"0531-00017","1994-08-10 00:00:00",288,"R",5
2325,"0531-00017","1994-08-10 00:00:00",288,"S",4
2325,"0531-00017","1994-08-10 00:00:00",348,"S",4
2325,"0531-00017","1994-08-10 00:00:00",348,"S",8
2326,"0530-00018","1994-08-12 00:00:00",338,"S",10
2326,"0530-00018","1994-08-12 00:00:00",38,"S",4
2327,"0532-00019","1994-08-11 00:00:00",285,"R",7
2327,"0532-00019","1994-08-11 00:00:00",285,"R",6
2327,"0532-00019","1994-08-11 00:00:00",285,"R",8
2327,"0532-00019","1994-08-11 00:00:00",285,"R",8
2327,"0532-00019","1994-08-11 00:00:00",285,"S",6
2327,"0532-00019","1994-08-11 00:00:00",345,"R",3
2327,"0532-00019","1994-08-11 00:00:00",345,"R",5
2328,"0532-00020","1994-08-11 00:00:00",141,"S",4
2328,"0532-00020","1994-08-11 00:00:00",141,"S",2
2328,"0532-00020","1994-08-11 00:00:00",141,"R",20
2328,"0532-00020","1994-08-11 00:00:00",141,"R",6
2328,"0532-00020","1994-08-11 00:00:00",201,"S",4
2329,"0530-00021","1994-08-15 00:00:00",178,"S",7
2329,"0530-00021","1994-08-15 00:00:00",178,"R",4
2329,"0530-00021","1994-08-15 00:00:00",178,"R",3
2329,"0530-00021","1994-08-15 00:00:00",238,"R",4
2329,"0530-00021","1994-08-15 00:00:00",238,"R",6
2330,"0531-00022","1994-08-16 00:00:00",160,"S",4
2330,"0531-00022","1994-08-16 00:00:00",160,"S",6
2330,"0531-00022","1994-08-16 00:00:00",160,"S",5
2330,"0531-00022","1994-08-16 00:00:00",160,"S",5
2330,"0531-00022","1994-08-16 00:00:00",220,"S",3
