"InvID","PlotID","Treenum","Invdate","Species","Dbh","Radgro10","Radgro5","Theight","Crclass","Heightcb","Damdis","Folqual","Comment","Weight"
2892,"0380-50222",1,"1996-06-24 00:00:00","PP",7.5,-9,-9,25,"X",-9,"X","X"," , , , ",100
3123,"0420-50221",4,"1996-07-11 00:00:00","PP",7,-9,-9,23,"X",-9,"X","X","",100
3124,"0420-50311",1,"1996-07-12 00:00:00","PP",6,-9,-9,21,"X",-9,"X","X","",100
2892,"0380-50222",2,"1996-06-24 00:00:00","IC",7.59999990463257,-9,-9,22,"X",-9,"X","X"," , , , ",100
2893,"0380-50223",1,"1996-06-24 00:00:00","PP",4.80000019073486,-9,-9,17,"X",-9,"X","X"," , , , ",100
2893,"0380-50223",2,"1996-06-24 00:00:00","PP",4.69999980926514,-9,-9,17,"X",-9,"X","X"," , , , ",100
2894,"0380-50224",1,"1996-06-24 00:00:00","PP",5.80000019073486,-9,-9,19,"X",-9,"X","X"," , , , ",100
2895,"0380-50225",1,"1996-06-24 00:00:00","PP",4.5,-9,-9,18,"X",-9,"X","X","",100
2895,"0380-50225",2,"1996-06-24 00:00:00","PP",5.5,-9,-9,17,"X",-9,"X","X","",100
2896,"0380-50211",1,"1996-06-24 00:00:00","PP",6.09999990463257,-9,-9,24,"X",-9,"X","X","",100
2896,"0380-50211",2,"1996-06-24 00:00:00","PP",6.09999990463257,-9,-9,18,"X",-9,"X","X","",100
2896,"0380-50211",3,"1996-06-24 00:00:00","PP",7.09999990463257,-9,-9,26,"X",-9,"X","X","",100
2897,"0380-50212",1,"1996-06-24 00:00:00","PP",9.5,-9,-9,30,"X",-9,"X","X","",100
4020,"0620-00052",1,"1996-08-02 00:00:00","IC",13.5,-9,-9,53,"C",33,"H","N","",100
4020,"0620-00052",2,"1996-08-02 00:00:00","PP",15,-9,-9,78,"D",38,"S","N","",100
4020,"0620-00052",3,"1996-08-02 00:00:00","PP",12.8000001907349,-9,-9,43,"C",18,"S","N","",100
4020,"0620-00052",4,"1996-08-02 00:00:00","IC",10.6000003814697,-9,-9,29,"I",10,"H","N","",100
4020,"0620-00052",5,"1996-08-02 00:00:00","IC",5,-9,-9,20,"I",10,"S","N","",100
4022,"0620-00054",1,"1996-08-02 00:00:00","IC",24.5,-9,-9,88,"D",27,"H","N","",100
4022,"0620-00054",2,"1996-08-02 00:00:00","IC",6.09999990463257,-9,-9,18,"I",11,"K","P","",100
4023,"0620-00055",1,"1996-08-02 00:00:00","GS",6.19999980926514,-9,-9,19,"D",0,"H","N","",100
4024,"0620-00057",1,"1996-08-02 00:00:00","SP",14,-9,-9,75,"C",30,"K G","N","",100
4025,"0620-00058",1,"1996-08-02 00:00:00","IC",13.8000001907349,-9,-9,46,"D",12,"H","N","",100
4025,"0620-00058",2,"1996-08-02 00:00:00","IC",9.60000038146973,-9,-9,30,"C",7,"H","N","",100
4026,"0620-00059",1,"1996-08-02 00:00:00","GS",4.5,-9,-9,15,"D",0,"K","N","",100
4029,"0620-00062",1,"1996-08-02 00:00:00","PP",6.09999990463257,-9,-9,20,"D",2,"S","N","",100
4029,"0620-00062",2,"1996-08-02 00:00:00","PP",5.69999980926514,-9,-9,17,"C",2,"H","N","",100
4031,"0620-00064",1,"1996-08-02 00:00:00","PP",5.40000009536743,-9,-9,18,"D",1,"S","N","",100
4033,"0620-00066",1,"1996-08-02 00:00:00","PP",5.69999980926514,-9,-9,16,"D",3,"H","N","",100
4034,"0620-00067",1,"1996-08-02 00:00:00","PP",5.80000019073486,-9,-9,17,"D",1,"K","N","",100
4034,"0620-00067",2,"1996-08-02 00:00:00","PP",5.40000009536743,-9,-9,17,"D",2,"H","N","",100
4049,"0624-00052",1,"1996-09-27 00:00:00","PP",0.800000011920929,-9,-9,5,"X",-9,"H","N","",100
4049,"0624-00052",2,"1996-09-27 00:00:00","PP",0.600000023841858,-9,-9,5,"X",-9,"H","N","",100
4049,"0624-00052",3,"1996-09-27 00:00:00","PP",0.800000011920929,-9,-9,5,"X",-9,"H","N","",100
4050,"0624-00053",1,"1996-09-26 00:00:00","GS",0.600000023841858,-9,-9,6,"X",-9,"H","N","",100
4050,"0624-00053",2,"1996-09-26 00:00:00","GS",0.400000005960464,-9,-9,6,"X",-9,"H","N","",100
4050,"0624-00053",3,"1996-09-26 00:00:00","PP",0.899999976158142,-9,-9,6,"X",-9,"H","N","",100
4051,"0624-00054",1,"1996-10-07 00:00:00","PP",1.10000002384186,-9,-9,7,"D",-9,"H","N","",100
4052,"0624-00055",1,"1996-10-10 00:00:00","PP",0.899999976158142,-9,-9,6,"D",-9,"H","N","",100
4053,"0624-00056",1,"1996-10-10 00:00:00","PP",2,-9,-9,8,"D",1,"H","N","",100
4053,"0624-00056",2,"1996-10-10 00:00:00","PP",1.70000004768372,-9,-9,8,"D",1,"F","N","",100
4054,"0624-00057",1,"1996-09-24 00:00:00","PP",0.699999988079071,-9,-9,5,"X",1,"H","N","",100
4056,"0624-00059",1,"1996-10-10 00:00:00","DF",1,-9,-9,8,"X",-9,"H","N","",100
4057,"0624-00060",1,"1996-10-10 00:00:00","PP",1.29999995231628,-9,-9,6,"X",-9,"H","N","",100
4057,"0624-00060",2,"1996-10-10 00:00:00","PP",1.10000002384186,-9,-9,6,"X",-9,"H","N","",100
4058,"0624-00061",1,"1996-10-15 00:00:00","WF",2.90000009536743,-9,-9,11,"D",2,"H","N","",100
4066,"0451-00051",1,"1996-07-01 00:00:00","WF",8,-9,-9,33,"I",4,"S","N","""WITNESS TREE DIST 7.6, AZ 164""",100
4066,"0451-00051",2,"1996-07-01 00:00:00","WF",9.80000019073486,-9,-9,38,"C",5,"H","N","""WITNESS TREE DIST 10, AZ 247""",100
4067,"0451-00052",1,"1996-07-01 00:00:00","WF",4.80000019073486,-9,-9,23,"C",2,"H","N","",100
4067,"0451-00052",2,"1996-07-01 00:00:00","WF",5.40000009536743,-9,-9,27,"I",3,"H","N","SAME BASE AS 3",100
4067,"0451-00052",3,"1996-07-01 00:00:00","WF",6.90000009536743,-9,-9,31,"D",3,"H","N","SAME BASE AS 2",100
4067,"0451-00052",4,"1996-07-01 00:00:00","WF",6,-9,-9,28,"C",4,"P","N","",100
4068,"0451-00053",1,"1996-07-01 00:00:00","WF",12.3999996185303,-9,-9,33,"D",1,"H","N","WITNESSTREE D=9.2 AZ=90",100
4068,"0451-00053",2,"1996-07-01 00:00:00","WF",5.40000009536743,-9,-9,26,"I",1,"H","N","",100
4068,"0451-00053",3,"1996-07-01 00:00:00","WF",12.6999998092651,-9,-9,48,"D",2,"H","N","WITNESSTREE D=8.2 AZ=325",100
4069,"0451-00054",1,"1996-07-02 00:00:00","WF",7.90000009536743,-9,-9,28,"D",5,"H","N"," ",100
4069,"0451-00054",2,"1996-07-02 00:00:00","WF",6.5,-9,-9,27,"C",3,"H","N","""WITNESS TREE DIST 10.2, AZ 133 """,100
4069,"0451-00054",4,"1996-07-02 00:00:00","WF",4.59999990463257,-9,-9,23,"C",4,"H","N","""WITNESS TREE DIST 6.3, AZ 10""",100
4070,"0451-00055",1,"1996-07-02 00:00:00","PP",16.8999996185303,-9,-9,43,"D",8,"S","N","",100
4070,"0451-00055",2,"1996-07-02 00:00:00","WF",4.69999980926514,-9,-9,30,"S",4,"H","N","",100
3752,"0141-00074",2,"2000-08-08 00:00:00","GS",4.80000019073486,-9,-9,15,"C",1,"H","N","",100
3758,"0141-00080",1,"2000-08-08 00:00:00","WF",5.19999980926514,-9,-9,20,"C",3,"H","N","",100
3759,"0141-00081",1,"2000-08-08 00:00:00","PP",4.59999990463257,-9,-9,16,"D",3,"H","N","",100
3761,"0141-00083",1,"2000-08-08 00:00:00","WF",5.80000019073486,-9,-9,26,"D",1,"H","N","",100
3762,"0141-00084",1,"2000-08-08 00:00:00","PP",6,-9,-9,19,"D",3,"H","N","",100
3792,"0553-00050",1,"2000-07-28 00:00:00","PP",8.39999961853027,-9,-9,-9,"C",4,"H","N","",100
3793,"0553-00051",2,"2000-07-28 00:00:00","PP",8.69999980926514,-9,-9,27,"C",7,"H","N","",100
3793,"0553-00051",3,"2000-07-28 00:00:00","PP",7.69999980926514,-9,-9,27,"C",6,"H","N","",100
3794,"0553-00052",2,"2000-07-28 00:00:00","PP",9.19999980926514,-9,-9,32,"C",4,"H","N","",100
3795,"0553-00053",1,"2000-07-28 00:00:00","GS",6.5,-9,-9,19,"C",1,"H","N","",100
3796,"0553-00054",1,"2000-07-28 00:00:00","PP",8.80000019073486,-9,-9,26,"C",6,"H","N","",100
3796,"0553-00054",2,"2000-07-28 00:00:00","IC",5.30000019073486,-9,-9,18,"C",1,"H","N","",100
3802,"0560-00049",1,"2000-07-28 00:00:00","GS",7.5,-9,-9,30,"C",2,"H","N","",100
3802,"0560-00049",2,"2000-07-28 00:00:00","PP",11.3000001907349,-9,-9,45,"D",7,"H","N","",100
3803,"0560-00050",1,"2000-07-31 00:00:00","GS",5.30000019073486,-9,-9,20,"D",0,"H","N","",100
3804,"0560-00051",1,"2000-07-30 00:00:00","PP",10,-9,-9,26,"D",4,"H","N","",100
3805,"0560-00052",1,"2000-07-28 00:00:00","PP",9.80000019073486,-9,-9,34,"C",8,"H","N","",100
3805,"0560-00052",2,"2000-07-28 00:00:00","PP",9.19999980926514,-9,-9,33,"C",8,"H","N","",100
3806,"0560-00053",1,"2000-07-28 00:00:00","PP",6.5,-9,-9,35,"C",7,"H","N","",100
3806,"0560-00053",2,"2000-07-28 00:00:00","SP",5.69999980926514,-9,-9,24,"C",2,"H","N","",100
3806,"0560-00053",3,"2000-07-28 00:00:00","GS",7.59999990463257,-9,-9,31,"D",0,"H","N","",100
3807,"0560-00054",1,"2000-07-27 00:00:00","PP",9.80000019073486,-9,-9,37,"D",8,"H","N","",100
3807,"0560-00054",2,"2000-07-27 00:00:00","SP",5.5,-9,-9,22,"C",8,"R","N","WHITE PINE BLISTER RUST",100
3808,"0560-00055",2,"2000-07-27 00:00:00","GS",11,-9,-9,33,"D",1,"H","N","",100
3810,"0560-00057",1,"2000-07-26 00:00:00","PP",8.30000019073486,-9,-9,31,"D",8,"H","N","PLOT STAKE MISSING; MASTICATED",100
3832,"0280-00050",1,"1997-04-04 00:00:00","WF",7.09999990463257,-9,-9,30,"D",4,"H","N","",100
3832,"0280-00050",2,"1997-04-04 00:00:00","PP",6.19999980926514,-9,-9,22,"C",7,"H","N","",100
3835,"0280-00054",1,"1997-04-02 00:00:00","PP",5,-9,-9,18,"D",3,"H","N","",100
3838,"0280-00057",1,"1997-04-04 00:00:00","WF",7,-9,-9,28,"D",2,"H","N","",100
3839,"0280-00059",1,"1997-01-09 00:00:00","WF",15.1999998092651,-9,-9,58,"C",23,"M2C","T","",100
3839,"0280-00059",2,"1997-01-09 00:00:00","PP",5,-9,-9,22,"I",3,"H","N","",100
3839,"0280-00059",3,"1997-01-09 00:00:00","PP",7.40000009536743,-9,-9,29,"D",7,"H","N","",100
3842,"0280-00062",1,"1997-04-04 00:00:00","PP",6.09999990463257,-9,-9,18,"D",3,"H","N","",100
3846,"0280-00066",1,"1997-04-08 00:00:00","IC",12.8000001907349,-9,-9,32,"D",1,"H","N","",100
3847,"0280-00067",1,"1997-04-02 00:00:00","WF",4.5,-9,-9,19,"D",2,"H","N","",100
3848,"0280-00068",1,"1997-04-02 00:00:00","DF",4.80000019073486,-9,-9,22,"D",1,"H","N","",100
3849,"0280-00069",1,"1997-04-02 00:00:00","BO",6.30000019073486,-9,-9,27,"C",3,"H","N","",100
3849,"0280-00069",2,"1997-04-02 00:00:00","IC",5.5,-9,-9,24,"C",0,"H","N","",100
3852,"0280-00072",1,"1997-04-09 00:00:00","PP",8.30000019073486,-9,-9,27,"D",4,"H","N","",100
3853,"0280-00073",1,"1997-04-09 00:00:00","PP",6,-9,-9,21,"D",2,"H","N","",100
3854,"0280-00074",1,"1997-04-03 00:00:00","PP",6.09999990463257,-9,-9,19,"D",1,"H","N","",100
3855,"0280-00075",1,"1997-04-03 00:00:00","BO",4.69999980926514,-9,-9,17,"C",5,"H","N","",100
3859,"0280-00080",1,"1997-01-08 00:00:00","PP",10,-9,-9,33,"C",6,"H","N","",100
3860,"0280-00081",1,"1997-04-03 00:00:00","PP",6.40000009536743,-9,-9,18,"D",4,"H","N","",100
3860,"0280-00081",2,"1997-04-03 00:00:00","PP",7.5,-9,-9,23,"D",4,"H","N","",100
3999,"0501-00053",1,"1994-08-02 00:00:00","IC",4.90000009536743,-9,-9,15,"D",1,"H","N","",100
4002,"0501-00056",1,"1994-08-04 00:00:00","YW",7.09999990463257,-9,-9,21,"I",5,"H","N","",100
4004,"0501-00058",1,"1994-08-04 00:00:00","DF",8.5,-9,-9,28,"I",15,"BSK","N","",100
4004,"0501-00058",2,"1994-08-04 00:00:00","IC",5.5,-9,-9,18,"S",9,"S","N","",100
2509,"0240-50111",1,"1997-05-30 00:00:00","PP",7.09999990463257,-9,-9,24,"C",4,"H","N","",100
2966,"0010-50421",1,"1996-06-20 00:00:00","GS",6.40000009536743,-9,-9,24,"X",-9,"X","X"," , , , ",100
3087,"0360-00050",1,"1997-06-20 00:00:00","PP",6.30000019073486,-9,-9,19,"D",3,"H","N","",100
3087,"0360-00050",2,"1997-06-20 00:00:00","PP",5.19999980926514,-9,-9,19,"D",3,"H","N","",100
3087,"0360-00050",3,"1997-06-20 00:00:00","PP",6.59999990463257,-9,-9,23,"D",4,"H","N","4 INT NODE 10 FT.",100
3087,"0360-00050",4,"1997-06-20 00:00:00","GS",6.19999980926514,-9,-9,18,"D",0,"H","N","",100
3088,"0360-00051",1,"1997-06-20 00:00:00","PP",5.40000009536743,-9,-9,18,"D",4,"H","N","",100
3092,"0360-00055",1,"1997-06-20 00:00:00","PP",5,-9,-9,16,"D",4,"L","N","",100
3093,"0360-00057",2,"1997-06-20 00:00:00","PP",6.5,-9,-9,21,"D",3,"H","N","",100
3093,"0360-00057",3,"1997-06-20 00:00:00","PP",6.40000009536743,-9,-9,22,"D",3,"H","N","",100
3094,"0360-00058",1,"1997-06-23 00:00:00","GS",5,-9,-9,17,"C",1,"H","N","",100
3095,"0360-00059",1,"1997-06-19 00:00:00","GS",7.90000009536743,-9,-9,21,"D",2,"H","N","",100
3095,"0360-00059",2,"1997-06-19 00:00:00","PP",6.80000019073486,-9,-9,23,"D",4,"S","N","",100
3110,"0380-50221",1,"1996-06-24 00:00:00","PP",7.80000019073486,-9,-9,21,"X",-9,"X","X"," , , , ",100
3112,"0380-50242",1,"1996-06-25 00:00:00","PP",5.59999990463257,-9,-9,22,"X",-9,"X","X","",100
3123,"0410-50221",2,"1996-07-18 00:00:00","IC",7.30000019073486,-9,-9,24,"X",-9,"X","X","",100
3123,"0420-50221",1,"1996-07-11 00:00:00","PP",8.30000019073486,-9,-9,29,"X",-9,"X","X","",100
2677,"0551-00050",1,"1997-08-07 00:00:00","WF",11.5,-9,-9,39,"C",9,"F","N","NOT TAGGED",100
2677,"0551-00050",2,"1997-08-07 00:00:00","IC",8.19999980926514,-9,-9,32,"C",6,"H","P","NOT TAGGED",100
2678,"0551-00051",1,"1997-08-07 00:00:00","PP",8.89999961853027,-9,-9,34,"C",6,"H","N","NOT TAGGED",100
2679,"0551-00052",1,"1997-08-07 00:00:00","PP",6.19999980926514,-9,-9,21,"C",5,"H","N","NOT TAGGED",100
2680,"0551-00054",1,"1997-08-07 00:00:00","PP",6.59999990463257,-9,-9,17,"C",10,"TS","T","NOT TAGGED",100
2682,"0551-00056",1,"1997-08-07 00:00:00","PP",10.1999998092651,-9,-9,40,"C",7,"H","N","NOT TAGGED",100
2682,"0551-00056",2,"1997-08-07 00:00:00","PP",9.10000038146973,-9,-9,40,"C",6,"H","N","NOT TAGGED",100
2685,"0551-00059",1,"1997-09-05 00:00:00","PP",5.09999990463257,-9,-9,14,"D",5,"H","N","NOT TAGGED",100
2686,"0551-00060",1,"1997-08-08 00:00:00","WF",8.30000019073486,-9,-9,39,"C",7,"S","N","NOT TAGGED",100
2687,"0553-00050",1,"1997-06-20 00:00:00","PP",6,-9,-9,20,"D",3,"K","N","",100
2688,"0553-00051",1,"1997-06-20 00:00:00","PP",4.90000009536743,-9,-9,18,"C",2,"H","N","",100
2688,"0553-00051",2,"1997-06-20 00:00:00","PP",6.5,-9,-9,20,"C",2,"H","N","",100
2689,"0553-00052",1,"1997-06-20 00:00:00","PP",4.80000019073486,-9,-9,17,"D",1,"H","N","",100
2689,"0553-00052",2,"1997-06-20 00:00:00","PP",6.09999990463257,-9,-9,20,"D",2,"H","N","",100
2690,"0553-00053",2,"1997-06-23 00:00:00","PP",6.80000019073486,-9,-9,1,"D",2,"H","N","",100
2691,"0553-00054",1,"1997-06-20 00:00:00","PP",5.40000009536743,-9,-9,20,"D",2,"S","N","",100
2704,"0581-00053",1,"1997-08-05 00:00:00","WF",10.5,-9,-9,44,"D",8,"H","N","NOT TAGGED",100
3095,"0360-00059",3,"1997-06-19 00:00:00","PP",4.69999980926514,-9,-9,17,"C",4,"S","N","",100
3095,"0360-00059",4,"1997-06-19 00:00:00","PP",6.30000019073486,-9,-9,17,"C",3,"SF","N","",100
3095,"0360-00059",5,"1997-06-19 00:00:00","PP",6.69999980926514,-9,-9,21,"D",3,"S","N","",100
3097,"0360-00060",1,"1997-06-23 00:00:00","GS",5.5,-9,-9,14,"C",1,"H","N","",100
2704,"0581-00053",2,"1997-08-05 00:00:00","IC",5,-9,-9,17,"C",4,"H","N","NOT TAGGED",100
2706,"0581-00055",1,"1997-08-05 00:00:00","IC",13.5,-9,-9,40,"D",3,"H","N","NOT TAGGED",100
2707,"0581-00056",1,"1997-08-05 00:00:00","WF",14.1000003814697,-9,-9,66,"I",17,"H","N","NOT TAGGED",100
2707,"0581-00056",2,"1997-08-05 00:00:00","IC",10.3999996185303,-9,-9,45,"S",16,"S","N","NOT TAGGED",100
2707,"0581-00056",3,"1997-08-05 00:00:00","PP",24.6000003814697,-9,-9,88,"D",24,"S","N","NOT TAGGED",100
2709,"0581-00060",1,"1997-08-04 00:00:00","PP",23.2000007629395,-9,-9,87,"C",21,"H","N","NOT TAGGED",100
2710,"0581-00061",1,"1997-08-04 00:00:00","PP",6.5,-9,-9,26,"C",8,"H","N","NOT TAGGED",100
2710,"0581-00061",2,"1997-08-04 00:00:00","PP",6.59999990463257,-9,-9,23,"C",4,"H","N","NOT TAGGED",100
3129,"0420-50412",2,"1996-07-15 00:00:00","PP",5,-9,-9,14,"X",-9,"X","X","",100
3130,"0420-50421",1,"1996-07-15 00:00:00","IC",8.39999961853027,-9,-9,22,"X",-9,"X","X","",100
3131,"0500-50113",1,"1996-07-03 00:00:00","IC",6.19999980926514,-9,-9,22,"X",-9,"X","X","",100
3131,"0500-50113",2,"1996-07-03 00:00:00","WF",6.69999980926514,-9,-9,33,"X",-9,"X","X","",100
3131,"0500-50113",3,"1996-07-03 00:00:00","WF",5.59999990463257,-9,-9,27,"X",-9,"X","X","",100
3131,"0500-50113",4,"1996-07-03 00:00:00","WF",4.59999990463257,-9,-9,25,"X",-9,"X","X","",100
3131,"0500-50113",5,"1996-07-03 00:00:00","PP",8.10000038146973,-9,-9,27,"X",-9,"X","X","",100
3136,"0500-50113",1,"1996-07-03 00:00:00","IC",6.19999980926514,-9,-9,22,"X",-9,"X","X","",100
3136,"0500-50113",2,"1996-07-03 00:00:00","WF",6.69999980926514,-9,-9,33,"X",-9,"X","X","",100
3136,"0500-50113",3,"1996-07-03 00:00:00","WF",5.59999990463257,-9,-9,27,"X",-9,"X","X","",100
3136,"0500-50113",4,"1996-07-03 00:00:00","WF",4.59999990463257,-9,-9,25,"X",-9,"X","X","",100
3136,"0500-50113",5,"1996-07-03 00:00:00","PP",8.10000038146973,-9,-9,27,"X",-9,"X","X","",100
3136,"0500-50113",1,"1996-07-03 00:00:00","IC",6.19999980926514,-9,-9,22,"X",-9,"X","X","",100
3136,"0500-50113",2,"1996-07-03 00:00:00","WF",6.69999980926514,-9,-9,33,"X",-9,"X","X","",100
3136,"0500-50113",3,"1996-07-03 00:00:00","WF",5.59999990463257,-9,-9,27,"X",-9,"X","X","",100
3136,"0500-50113",4,"1996-07-03 00:00:00","WF",4.59999990463257,-9,-9,25,"X",-9,"X","X","",100
3136,"0500-50113",5,"1996-07-03 00:00:00","PP",8.10000038146973,-9,-9,27,"X",-9,"X","X","",100
3136,"0500-50113",1,"1996-07-03 00:00:00","IC",6.19999980926514,-9,-9,22,"X",-9,"X","X","",100
3136,"0500-50113",2,"1996-07-03 00:00:00","WF",6.69999980926514,-9,-9,33,"X",-9,"X","X","",100
3136,"0500-50113",3,"1996-07-03 00:00:00","WF",5.59999990463257,-9,-9,27,"X",-9,"X","X","",100
3136,"0500-50113",4,"1996-07-03 00:00:00","WF",4.59999990463257,-9,-9,25,"X",-9,"X","X","",100
3136,"0500-50113",5,"1996-07-03 00:00:00","PP",8.10000038146973,-9,-9,27,"X",-9,"X","X","",100
3136,"0500-50113",1,"1996-07-03 00:00:00","IC",6.19999980926514,-9,-9,22,"X",-9,"X","X","",100
3136,"0500-50113",2,"1996-07-03 00:00:00","WF",6.69999980926514,-9,-9,33,"X",-9,"X","X","",100
3136,"0500-50113",3,"1996-07-03 00:00:00","WF",5.59999990463257,-9,-9,27,"X",-9,"X","X","",100
3136,"0500-50113",4,"1996-07-03 00:00:00","WF",4.59999990463257,-9,-9,25,"X",-9,"X","X","",100
3136,"0500-50113",5,"1996-07-03 00:00:00","PP",8.10000038146973,-9,-9,27,"X",-9,"X","X","",100
3136,"0380-50242",1,"1996-06-25 00:00:00","PP",5.59999990463257,-9,-9,22,"X",-9,"X","X","",100
3290,"0080-00077",1,"1998-08-12 00:00:00","WF",18.7999992370605,-9,-9,100,"C",47,"H","N","",100
3291,"0080-00088",1,"1998-08-04 00:00:00","IC",13.3000001907349,-9,-9,44,"I",19,"H","N","",100
3292,"0080-00089",1,"1998-08-04 00:00:00","PP",23,-9,-9,110,"D",53,"H","N","",100
3294,"0080-00091",1,"1998-08-11 00:00:00","IC",9.10000038146973,-9,-9,40,"S",15,"H","P","",100
3297,"0080-00094",1,"1998-08-12 00:00:00","IC",27,-9,-9,94,"D",48,"H","P","",100
3301,"0080-00090",1,"1998-08-10 00:00:00","SP",46,-9,-9,145,"D",67,"B","N","",100
3333,"0380-50242",1,"1996-06-25 00:00:00","PP",5.59999990463257,-9,-9,22,"X",-9,"X","X","",100
3334,"0500-50113",1,"1996-07-03 00:00:00","IC",6.19999980926514,-9,-9,22,"X",-9,"X","X","",100
3334,"0500-50113",2,"1996-07-03 00:00:00","WF",6.69999980926514,-9,-9,33,"X",-9,"X","X","",100
3334,"0500-50113",3,"1996-07-03 00:00:00","WF",5.59999990463257,-9,-9,27,"X",-9,"X","X","",100
3334,"0500-50113",4,"1996-07-03 00:00:00","WF",4.59999990463257,-9,-9,25,"X",-9,"X","X","",100
3334,"0500-50113",5,"1996-07-03 00:00:00","PP",8.10000038146973,-9,-9,27,"X",-9,"X","X","",100
3336,"0420-50322",1,"1996-07-12 00:00:00","PP",4.80000019073486,-9,-9,18,"X",-9,"X","X","",100
3336,"0420-50322",2,"1996-07-12 00:00:00","PP",4.80000019073486,-9,-9,17,"X",-9,"X","X","",100
3336,"0420-50322",3,"1996-07-12 00:00:00","PP",4.80000019073486,-9,-9,19,"X",-9,"X","X","",100
3350,"0371-00051",1,"1998-06-03 00:00:00","PP",8,-9,-9,25,"D",2,"X","X","",100
3351,"0371-00052",1,"1998-06-03 00:00:00","WF",5.69999980926514,-9,-9,21,"D",4,"H","N","",100
3352,"0371-00053",1,"1998-06-03 00:00:00","PP",6.90000009536743,-9,-9,22,"D",3,"H","N","",100
3354,"0371-00055",1,"1998-06-03 00:00:00","PP",8,-9,-9,22,"D",2,"H","N","",100
4070,"0451-00055",3,"1996-07-02 00:00:00","WF",5.30000019073486,-9,-9,34,"I",3,"H","N","",100
4070,"0451-00055",4,"1996-07-02 00:00:00","PP",15,-9,-9,45,"D",7,"FS","N","",100
4070,"0451-00055",5,"1996-07-02 00:00:00","WF",4.59999990463257,-9,-9,19,"I",3,"H","N","",100
4071,"0451-00056",1,"1996-07-03 00:00:00","WF",7.19999980926514,-9,-9,26,"D",3,"H","N","",100
4071,"0451-00056",2,"1996-07-03 00:00:00","WF",4.5,-9,-9,19,"C",2,"H","N","",100
4083,"0464-00053",1,"1996-07-26 00:00:00","IC",6.80000019073486,-9,-9,19,"X",1,"X","X","",100
4083,"0464-00053",2,"1996-07-26 00:00:00","WF",5.40000009536743,-9,-9,22,"X",1,"X","X","",100
4083,"0464-00053",3,"1996-07-26 00:00:00","WF",5.19999980926514,-9,-9,22,"X",1,"X","X","",100
4083,"0464-00053",4,"1996-07-26 00:00:00","WF",4.69999980926514,-9,-9,23,"X",1,"X","X","",100
4085,"0464-00055",1,"1996-07-26 00:00:00","IC",11.6999998092651,-9,-9,29,"X",1,"X","X","",100
4085,"0464-00055",2,"1996-07-26 00:00:00","WF",10.8999996185303,-9,-9,40,"X",1,"X","X","",100
4086,"0464-00056",1,"1996-07-25 00:00:00","WF",14.8999996185303,-9,-9,52,"X",-9,"X","X","",100
4087,"0464-00057",1,"1996-07-24 00:00:00","IC",9.5,-9,-9,27,"I",1,"H","N","",100
4088,"0464-00058",1,"1996-07-23 00:00:00","IC",7.40000009536743,-9,-9,16,"D",0,"H","N","",100
4092,"0464-00062",1,"1996-07-23 00:00:00","IC",6.90000009536743,-9,-9,19,"I",6,"S","N","",100
4092,"0464-00062",2,"1996-07-23 00:00:00","IC",4.69999980926514,-9,-9,15,"I",2,"S","N","",100
4092,"0464-00062",3,"1996-07-23 00:00:00","IC",12.1999998092651,-9,-9,34,"D",10,"S","N","",100
4093,"0464-00063",1,"1996-07-24 00:00:00","WF",6.59999990463257,-9,-9,22,"X",-9,"X","X","",100
4104,"0464-00152",1,"1996-07-29 00:00:00","PP",15.6000003814697,-9,-9,87,"D",44,"T","N","",100
4104,"0464-00152",2,"1996-07-29 00:00:00","IC",14.8000001907349,-9,-9,62,"C",34,"H","N","",100
4107,"0464-00155",1,"1996-07-29 00:00:00","IC",10.3000001907349,-9,-9,44,"I",26,"B  S","X","",100
4107,"0464-00155",2,"1996-07-29 00:00:00","IC",9,-9,-9,33,"I",15,"S","N","",100
4107,"0464-00155",3,"1996-07-29 00:00:00","PP",18.1000003814697,-9,-9,97,"D",36,"B  S","N","",100
4107,"0464-00155",4,"1996-07-29 00:00:00","IC",6.30000019073486,-9,-9,32,"S",22,"Y","N","",100
4108,"0464-00156",1,"1996-07-29 00:00:00","IC",8.39999961853027,-9,-9,40,"I",20,"H","X","",100
4108,"0464-00156",2,"1996-07-29 00:00:00","IC",15,-9,-9,45,"I",28,"T","N","",100
4108,"0464-00156",3,"1996-07-29 00:00:00","IC",15.1000003814697,-9,-9,59,"D",28,"H","N","",100
