"InvID","PlotID","Invdate","DFseed","PPseed","SPseed","WFseed","ICseed","BOseed","GSseed","CHseed","MDseed","TOseed","YWseed","ALseed"
2194,"0270-00027","1994-08-10 00:00:00",3,0,0,8,2,0,0,0,0,7,0,0
2195,"0270-00028","1994-08-03 00:00:00",0,1,2,11,9,5,0,0,0,5,0,0
2196,"0270-00029","1994-08-03 00:00:00",2,0,1,1,2,8,0,0,0,0,0,0
2197,"0270-00030","1994-08-15 00:00:00",0,0,0,4,27,56,0,0,0,0,0,0
2198,"0292-00001","1994-07-22 00:00:00",0,0,0,3,0,0,0,0,0,0,0,0
2199,"0292-00010","1994-07-25 00:00:00",4,1,1,11,1,0,0,0,0,0,2,0
2200,"0292-00011","1994-07-25 00:00:00",6,0,0,8,0,4,0,0,0,2,0,0
2201,"0292-00012","1994-07-25 00:00:00",6,0,1,0,75,2,0,0,0,5,0,0
2202,"0292-00013","1994-08-03 00:00:00",2,0,0,24,155,4,0,0,0,5,2,0
2203,"0292-00014","1994-08-04 00:00:00",4,0,0,4,4,7,0,0,0,3,0,0
2204,"0292-00015","1994-07-27 00:00:00",6,0,1,17,2,34,0,0,0,1,0,0
2205,"0292-00016","1994-07-28 00:00:00",0,0,1,0,1,2,0,0,0,1,0,0
2206,"0292-00017","1994-07-28 00:00:00",5,0,1,11,7,1,0,0,0,10,0,0
2207,"0292-00019","1994-07-27 00:00:00",0,0,0,20,21,0,0,0,0,1,3,0
2208,"0292-00020","1994-07-26 00:00:00",1,0,0,1,0,0,0,0,0,6,12,0
2209,"0292-00021","1994-08-03 00:00:00",2,0,0,8,11,0,0,9,0,1,1,0
2210,"0292-00022","1994-08-02 00:00:00",0,0,0,1,9,0,0,0,0,6,0,0
2211,"0292-00023","1994-07-29 00:00:00",0,0,1,1,12,0,0,0,0,1,0,0
2212,"0292-00024","1994-07-29 00:00:00",7,0,0,12,23,1,0,0,0,33,2,0
2213,"0292-00025","1994-08-02 00:00:00",3,0,2,4,1,0,0,0,0,24,0,1
2214,"0291-00029","1994-08-02 00:00:00",0,8,3,1,12,0,0,1,0,1,0,0
2215,"0292-00030","1994-08-08 00:00:00",0,0,0,19,2,2,0,1,0,4,4,0
2216,"0292-00031","1994-08-08 00:00:00",0,0,0,0,0,1,0,0,0,4,0,0
2217,"0292-00032","1994-08-08 00:00:00",1,0,0,5,0,1,0,0,0,12,0,0
2218,"0292-00033","1994-08-12 00:00:00",17,0,3,10,20,0,0,0,0,29,1,0
2219,"0292-00034","1994-08-15 00:00:00",0,0,0,12,0,4,0,0,0,9,1,0
2220,"0292-00035","1994-08-09 00:00:00",0,0,0,5,3,11,0,0,0,3,0,0
2221,"0292-00036","1994-08-11 00:00:00",1,0,0,13,36,10,0,0,0,31,0,0
2222,"0292-00037","1994-08-17 00:00:00",3,0,0,13,2,9,0,0,0,0,0,0
2223,"0292-00038","1994-08-10 00:00:00",0,0,0,8,0,2,0,0,0,1,0,0
2224,"0292-00039","1994-08-12 00:00:00",0,0,2,2,3,5,0,0,0,0,0,0
2225,"0321-00014","1994-10-24 00:00:00",0,0,0,3,0,1,0,0,0,0,0,0
2226,"0321-00015","1994-10-20 00:00:00",1,0,0,1,1,0,0,0,1,0,0,0
2227,"0321-00007","1994-10-24 00:00:00",0,0,2,3,7,1,0,0,0,0,0,0
2228,"0321-00017","1994-10-18 00:00:00",0,0,0,0,1,6,0,0,3,0,0,0
2229,"0321-00049","1994-10-18 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0
2230,"0380-00002","1994-08-10 00:00:00",6,0,18,4,0,4,0,0,0,0,0,0
2231,"0380-00004","1994-08-10 00:00:00",2,0,0,1,4,20,0,0,0,0,0,0
2232,"0380-00006","1994-08-11 00:00:00",0,0,1,3,1,17,0,0,0,0,0,0
2233,"0380-00008","1994-08-11 00:00:00",0,0,0,3,0,8,0,0,0,0,0,0
2234,"0380-00010","1994-08-12 00:00:00",0,1,0,1,0,1,0,0,0,0,0,0
2235,"0380-00012","1994-08-12 00:00:00",9,0,8,9,1,4,0,0,0,0,0,0
2236,"0380-00013","1994-08-16 00:00:00",1,0,1,6,0,29,0,0,0,0,0,0
2237,"0380-00015","1994-08-15 00:00:00",2,0,6,8,1,18,0,0,0,0,0,0
2238,"0380-00016","1994-08-16 00:00:00",2,1,3,15,1,2,0,0,0,0,0,0
2239,"0380-00019","1994-08-10 00:00:00",0,0,4,1,0,3,0,0,0,0,0,0
2240,"0380-00023","1994-08-11 00:00:00",1,4,3,23,0,45,0,0,0,0,0,0
2241,"0380-00024","1994-08-12 00:00:00",1,2,0,6,0,17,0,0,0,0,0,0
2242,"0380-00025","1994-08-15 00:00:00",2,6,3,0,0,0,0,0,0,0,0,0
2243,"0380-00027","1994-08-16 00:00:00",0,1,6,0,0,7,0,0,0,0,0,0
2244,"0380-00028","1994-08-18 00:00:00",1,20,21,1,0,0,0,0,0,0,0,0
2245,"0390-00003","1994-09-14 00:00:00",0,0,0,0,0,23,0,0,0,0,0,0
2246,"0390-00004","1994-09-19 00:00:00",0,0,0,2,1,31,0,0,0,0,0,0
2247,"0390-00005","1994-09-19 00:00:00",0,0,0,2,0,1,0,0,0,1,0,0
2248,"0390-00006","1994-09-14 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0
2249,"0390-00007","1994-09-15 00:00:00",0,0,1,0,1,8,0,0,0,0,0,0
2250,"0390-00008","1994-09-14 00:00:00",0,0,0,3,1,0,0,0,0,1,0,0
2251,"0390-00009","1994-09-16 00:00:00",0,0,0,0,0,0,0,0,0,1,0,0
